image_id,year,month,day,note
000890,2021,04,05,
000891,2021,04,05,
000892,2022,02,07,
000893,2022,02,07,
000894,2021,06,02,
000895,2021,06,02,
000896,2023,02,15,
000897,2025,05,19,
000898,2025,05,19,
000899,2022,09,02,
000900,2022,09,02,
000901,2021,11,01,
000902,2021,11,01,
000903,2021,08,31,
000904,2021,08,31,"2021-08-31(위와 같은 사진, 사진이 약간 회전됐다고 틀린건가?)"
000905,2022,01,NONE,2022년 1월
000906,2022,01,NONE,2022년 1월
000907,2022,01,NONE,2022년 1월
000908,2022,01,NONE,2022년 1월
000909,2021,09,20,
000910,2021,09,20,
000911,2022,05,05,
000912,2022,05,05,
000913,2021,10,19,2021.10.19(도트문자열)
000914,2021,07,21,
000915,2021,07,21,
000916,2022,06,06,
000917,2022,06,06,
000918,2021,09,17,"2021.09.17(숫자 거꾸로 읽음, 도트문자열)"
000919,2022,03,11,
000920,2022,03,11,
000921,2022,02,26,2022.02.26
000922,2022,02,26,
000923,NONE,02,01,2월1일
000924,NONE,02,02,2월2일
000925,NONE,02,02,2월2일
000926,2021,06,10,
000927,2021,08,23,
000928,2022,03,13,
000929,2022,03,13,
000930,2021,07,29,
000931,2021,07,29,
000932,2021,05,26,2021.05.26(뭘 어떻게 잘못 읽은거임?)
000933,2021,05,26,2021.05.26(뭘 어떻게 잘못 읽은거임?)(화질저하 위와 같은 사진)
000934,2021,02,10,
000935,2021,02,10,
000936,2021,10,19,
000937,2022,06,11,
000938,2022,06,11,
000939,2021,10,28,
000940,NONE,NONE,NONE,바로 위와 같은 사진(약간 회전된)
000941,2021,07,02,
000942,2021,05,29,
000943,2021,05,29,"2021-05-29(바로 위와 같은 사진인데, 왜 못 잡았지?)"
000944,2021,07,03,
000945,2021,07,03,2021-07-03(바로 위와 같은 사진임)
000946,2021,09,30,
000947,2021,09,30,
000948,2021,10,24,
000949,2021,10,24,
000950,2022,09,16,
000951,2021,04,05,
000952,2021,04,05,
000953,2021,02,05,
000954,2021,02,05,
000955,2022,01,25,
000956,2022,01,25,
000957,2021,02,22,
000958,2021,02,22,2021-02-22(바로 위와 같은 사진인데 왜 틀림?)
000959,2022,07,19,
000960,2022,07,19,
000961,2023,10,21,
000962,2023,10,21,
000963,2023,11,14,
000964,2023,11,14,
000965,2021,07,23,2021.07.23
000966,2021,08,10,
000967,2022,10,17,
000968,2022,10,17,
000969,2022,06,30,
000970,2022,06,30,
000971,2021,11,11,
000972,2021,06,25,
000973,2022,12,02,2022.12.02(도트문자열)
000974,2022,12,02,2022.12.02(도트문자열)(화질 저하)
000975,2023,08,03,
000976,2023,08,03,
000977,2021,11,03,2021.11.03(부터/까지 문제)
000978,2021,11,03,2021.11.03(부터/까지 문제)
000979,2021,06,14,"2021.06.14(도트문자열, 부터/까지 문제)"
000980,2021,06,14,
000981,2021,08,08,
000982,2022,02,15,나도 잘 모르겠음 이건…
000983,2021,08,20,
000984,2021,08,20,
000985,2021,12,28,"2021.12.28(DEC => 12월), 문자열을 숫자로 읽을 수 있어야함."
000986,2021,12,28,"2021.12.28(DEC => 12월), 문자열을 숫자로 읽을 수 있어야함."
000987,2021,12,28,"2021.12.28(DEC => 12월), 문자열을 숫자로 읽을 수 있어야함."
000988,2021,12,28,"2021.12.28(DEC => 12월), 문자열을 숫자로 읽을 수 있어야함."
000989,2021,07,20,2021.07.20
000990,2021,07,20,2021.07.20
000991,2021,03,04,
000992,2021,03,04,
000993,NONE,02,18,2월18일
000994,NONE,02,18,2월18일
000995,NONE,02,18,2월18일
000996,NONE,02,19,2월19일
000997,NONE,02,19,2월19일
000998,2021,11,11,
000999,2021,11,11,
001000,2021,09,07,
