id,image_id,stage,정답,확인,모델읽은,근거,메모,file
294,002411,det5,유통기한:,,유통기한:,v5 정답 확인,,002411_1.png
295,002411,det5,2023 01 12,,2023 01 12,v5 정답 확인,,002411_2.png
296,002411,det5,까지,,까지,v5 정답 확인,,002411_3.png
297,002424,clahe,2022/06/09,,2022/06/09,v5 정답 확인,,002424_0.png
298,002425,det5,2022/06 /09,,2022/06 /09,v5 정답 확인,,002425_0.png
299,002430,det5,20210611,,20210611,v5 정답 확인,,002430_0.png
300,002430,det5,BEST If Used By,,BEST If Used By,v5 정답 확인,,002430_1.png
301,002432,clahe,N조 20.07.16 A,,N조 20.07.16 A,v5 정답 확인,,002432_0.png
302,002444,fail,16:06,,16:06,사용자 비고,,002444_0.png
303,002444,fail,BEST_BEFORE:,,BEST_BEFORE:,사용자 비고,,002444_1.png
304,002452,det5,유통기한별도표기일,,유통기한별도표기일,사용자 비고,,002452_1.png
305,002452,det5,1.12.22까IF2C2,21.12.22,1.12.22까IF2C2,사용자 비고,,002452_4.png
306,002454,fail,02.2023,,02.2023,사용자 비고,,002454_2.png
307,002455,rot270,020220,2.2023,020220,사용자 비고,,002455_2.png
308,002459,s2,"대두레시틴,천연향료,합성향료대두,우유 함유*유통기한:2021-11-30",,"대두레시틴,천연향료,합성향료대두,우유 함유*유통기한:2021-11-30",v5 정답 확인,,002459_2.png
309,002459,s2,까지,,까지,v5 정답 확인,,002459_3.png
310,002460,s2,2021-11-30,,2021-11-30,v5 정답 확인,,002460_0.png
311,002463,rot180,92:82,제외,92:82,사용자 비고,,002463_0.png
312,002476,s2,2021.03.13,,2021.03.13,v5 정답 확인,,002476_0.png
313,002478,s2,2023.03.15,,2023.03.15,v5 정답 확인,,002478_0.png
314,002491,clahe,D8.Dㅇ.교5,08.09.22(도트문자열),D8.Dㅇ.교5,v5 정답 확인,,002491_0.png
315,002491,clahe,06:211023,,06:211023,v5 정답 확인,,002491_1.png
316,002491,clahe,유통기한,,유통기한,v5 정답 확인,,002491_3.png
317,002491,clahe,제품상단의 별도표시업까지에,,제품상단의 별도표시업까지에,v5 정답 확인,,002491_5.png
318,002521,s2,02/10/2023,,02/10/2023,v5 정답 확인,,002521_0.png
319,002537,s2,LOTE,,LOTE,v5 정답 확인,,002537_3.png
320,002537,s2,EXP,,EXP,v5 정답 확인,,002537_4.png
321,002537,s2,22 /09 /2021,,22 /09 /2021,v5 정답 확인,,002537_5.png
322,002537,s2,유통기],유통기한,유통기],v5 정답 확인,,002537_9.png
323,002539,s2,"Best before/B.""h:",,"Best before/B.""h:",v5 정답 확인,,002539_6.png
324,002539,s2,Best before:,,Best before:,v5 정답 확인,,002539_10.png
325,002539,s2,2021/08/05,,2021/08/05,v5 정답 확인,,002539_11.png
326,002544,up2x,2021.03.21지원실,,2021.03.21지원실,v5 정답 확인,,002544_0.png
327,002544,up2x,유통기한 별도 표기일까지 반품및 교환장소 구입처 및 제조원,,유통기한 별도 표기일까지 반품및 교환장소 구입처 및 제조원,v5 정답 확인,,002544_2.png
328,002544,up2x,레인지 파손 및 화재의 우려가 있으니 절대 사용하지 마십시오.·유통기한이 경과한 제품은 으시지,제외,레인지 파손 및 화재의 우려가 있으니 절대 사용하지 마십시오.·유통기한이 경과한 제품은 으시지,v5 정답 확인,,002544_4.png
329,002545,det5,2021.03.21a4원실1588-1530,제외,2021.03.21a4원실1588-1530,v5 정답 확인,,002545_0.png
330,002552,det5,Best Before: 21.01.22,,Best Before: 21.01.22,사용자 비고,,002552_0.png
331,002553,det5,21.01.22 920g,,21.01.22 920g,v5 정답 확인,,002553_0.png
332,002553,det5,Best Before:,,Best Before:,v5 정답 확인,,002553_1.png
333,002586,fail,Exp.Date: 12/22,,Exp.Date: 12/22,ExpDate,,002586_10.png
334,002587,fail,Exp.Date: 12/22,,Exp.Date: 12/22,없음,,002587_3.png
335,002598,det5,유통기한 제에범도 기의 01일일/순),제외,유통기한 제에범도 기의 01일일/순),v5 정답 확인,,002598_3.png
336,002598,det5,Best before date:/RE/Batchno:,,Best before date:/RE/Batchno:,v5 정답 확인,,002598_5.png
337,002598,det5,12/2021 120154 08:38,,12/2021 120154 08:38,v5 정답 확인,,002598_6.png
338,002605,clahe,Da consumarsi preleribilmente entro Best before,제외,Da consumarsi preleribilmente entro Best before,사용자 비고,,002605_4.png
339,002605,clahe,EXP:17/11/23,,EXP:17/11/23,사용자 비고,,002605_9.png
340,002613,fail,104-2023,04-2023(1아님),104-2023,사용자 비고,,002613_0.png
341,002614,fail,L30408J04-2023,,L30408J04-2023,사용자 비고,,002614_0.png
342,002625,det5,20E10,2021.06(도트문자열),20E10,사용자 비고,,002625_0.png
343,002629,fail,05.2023,,05.2023,사용자 비고,,002629_0.png
344,002630,rot180,091223,5.2023,091223,사용자 비고,,002630_0.png
345,002638,s2,우공기한-BEST BEFORE,유통기한,우공기한-BEST BEFORE,v5 정답 확인,,002638_0.png
346,002638,s2,2022.11.01,,2022.11.01,v5 정답 확인,,002638_1.png
347,002643,hires,"32,6 9",g이 아니라 9,"32,6 9",사용자 비고,,002643_1.png
348,002643,hires,"dav. gesattigte Fettsauren/Saturated Fat 20,5 9Mindestens halthar bis Ende: Stehe",,"dav. gesattigte Fettsauren/Saturated Fat 20,5 9Mindestens halthar bis Ende: Stehe",사용자 비고,,002643_2.png
349,002643,hires,11.2022 L1452,,11.2022 L1452,사용자 비고,,002643_4.png
350,002644,fail,11.2322 L1052a,11.2022,11.2322 L1052a,사용자 비고,,002644_0.png
351,002645,s2,품별도 표시일까지(년/월/일 순),,품별도 표시일까지(년/월/일 순),v5 정답 확인,,002645_2.png
352,002645,s2,EXP IRY D8TE  2021 12.14,,EXP IRY D8TE  2021 12.14,v5 정답 확인,,002645_4.png
353,002646,s2,품빌도 표시일까지(년/월/일 순),,품빌도 표시일까지(년/월/일 순),v5 정답 확인,,002646_1.png
354,002646,s2,EXPIRY DATE 2021 12.14,,EXPIRY DATE 2021 12.14,v5 정답 확인,,002646_2.png
355,002650,clahe,BBE 0107 2021,01.07.2021,BBE 0107 2021,v5 정답 확인,,002650_0.png
356,002662,s2,PROD: 2021-01-11,,PROD: 2021-01-11,v5 정답 확인,,002662_0.png
357,002662,s2,EXP: 2022-01-11,,EXP: 2022-01-11,v5 정답 확인,,002662_1.png
358,002707,fail,BEST BEFORE (OD-MM/YY),제외,BEST BEFORE (OD-MM/YY),사용자 비고,,002707_1.png
359,002713,s2,EXPIRE DATE: 22/10/2021 12:15,,EXPIRE DATE: 22/10/2021 12:15,v5 정답 확인,,002713_0.png
360,002714,s2,EXPIRE DATE:22 10/2021 12:15,,EXPIRE DATE:22 10/2021 12:15,v5 정답 확인,,002714_0.png
361,002723,erode3,BESI BEFORE,BEST BEFORE,BESI BEFORE,사용자 비고,,002723_0.png
362,002723,erode3,19/12/20 B12,,19/12/20 B12,사용자 비고,,002723_1.png
363,002731,erode5,18042021~20천1,18/04/2021,18042021~20천1,v5 정답 확인,,002731_0.png
364,002736,s2,유통기한 라도기(일/년순)지포장재질 PET 넘거:PE(OTHER),,유통기한 라도기(일/년순)지포장재질 PET 넘거:PE(OTHER),v5 정답 확인,,002736_2.png
365,002736,s2,Best before:,,Best before:,v5 정답 확인,,002736_7.png
366,002736,s2,28.04.2021,,28.04.2021,v5 정답 확인,,002736_8.png
367,002749,fail,(17)S.K.T. :12.2020,,(17)S.K.T. :12.2020,사용자 비고,,002749_0.png
368,002752,fail,EXP:012022,1.2022,EXP:012022,사용자 비고,,002752_0.png
369,002766,up2x,Besl before,,Besl before,v5 정답 확인,,002766_1.png
370,002766,up2x,16.03-2021÷2021,16.03.2021,16.03-2021÷2021,v5 정답 확인,,002766_2.png
371,002772,fail,05.2024,,05.2024,사용자 비고,,002772_0.png
372,002773,fail,05.2024,,05.2024,사용자 비고,,002773_1.png
373,002775,up2x,BESI-BV 2021-10-03,,BESI-BV 2021-10-03,비고: 맞음 표기,,002775_0.png
374,002775,up2x,유통기 제품에 별도 표기일까지,,유통기 제품에 별도 표기일까지,비고: 맞음 표기,,002775_3.png
375,002775,up2x,Best Before Date I see on packaglng,제외,Best Before Date I see on packaglng,비고: 맞음 표기,,002775_4.png
376,002778,s2,유통기한 2일표시일Best Belore일 일 수지 내용량 175g(700kcal)'모정사 리렌,제외,유통기한 2일표시일Best Belore일 일 수지 내용량 175g(700kcal)'모정사 리렌,v5 정답 확인,,002778_4.png
377,002778,s2,Best Before (유통기한),,Best Before (유통기한),v5 정답 확인,,002778_5.png
378,002778,s2,02.10.21,,02.10.21,v5 정답 확인,,002778_6.png
379,002779,s2,Best Before (유동기한),유통기한,Best Before (유동기한),v5 정답 확인,,002779_3.png
380,002779,s2,02.10.21,,02.10.21,v5 정답 확인,,002779_4.png
381,002783,s2,Best before:,,Best before:,v5 정답 확인,,002783_5.png
382,002783,s2,22/04/2021,,22/04/2021,v5 정답 확인,,002783_6.png
383,002785,s2,BEST BEFORE,,BEST BEFORE,v5 정답 확인,,002785_2.png
384,002785,s2,18-04-2021,,18-04-2021,v5 정답 확인,,002785_3.png
385,002788,s2,Best Before: 2021/04/03,,Best Before: 2021/04/03,v5 정답 확인,,002788_12.png
386,002789,s2,Best Before: 2021/04/03,,Best Before: 2021/04/03,v5 정답 확인,,002789_3.png
387,002794,s2,2022/10/05,,2022/10/05,v5 정답 확인,,002794_0.png
388,002810,s2,2023.01.20,,2023.01.20,v5 정답 확인,,002810_0.png
389,002812,s2,유동기한,유통기한,유동기한,v5 정답 확인,,002812_1.png
390,002812,s2,2023.01.13,,2023.01.13,v5 정답 확인,,002812_2.png
391,002812,s2,까지,,까지,v5 정답 확인,,002812_3.png
392,002816,erode3,기한,,기한,v5 정답 확인,,002816_0.png
393,002816,erode3,부터,,부터,v5 정답 확인,,002816_1.png
394,002816,erode3,00:10A01,,00:10A01,v5 정답 확인,,002816_2.png
395,002816,erode3,까지,,까지,v5 정답 확인,,002816_3.png
396,002816,erode3,2021.01.29,,2021.01.29,v5 정답 확인,,002816_4.png
397,002816,erode3,2021.06.28,,2021.06.28,v5 정답 확인,,002816_5.png
398,002826,erode3,03 JUL 2021,,03 JUL 2021,사용자 비고,,002826_0.png
399,002826,erode3,BI2 05:50,,BI2 05:50,사용자 비고,,002826_1.png
400,002843,fail,06.2023 L164A,,06.2023 L164A,사용자 비고,,002843_0.png
401,002844,fail,06.2023,,06.2023,사용자 비고,,002844_0.png
402,002863,up2x,Best Before:,,Best Before:,사용자 비고,,002863_0.png
403,002902,det5,포장20E12020.07.22,포장 2020.07.22,포장20E12020.07.22,v5 정답 확인,,002902_1.png
404,002915,det5,2022.09.15,,2022.09.15,v5 정답 확인,,002915_0.png
405,002927,fail,토핑부터 특별하니까/,제외,토핑부터 특별하니까/,ExpDate,,002927_0.png
406,002928,fail,토핑부터 특별하니까?,제외,토핑부터 특별하니까?,없음,,002928_1.png
407,002971,det5,2022.11.14,,2022.11.14,v5 정답 확인,,002971_0.png
408,003005,rot90,05.2023,,05.2023,사용자 비고,,003005_0.png
409,003013,det5,29.Jan.2024,,29.Jan.2024,v5 정답 확인,,003013_0.png
410,003018,det5,2023.01.04,,2023.01.04,v5 정답 확인,,003018_0.png
411,003027,s2,Best Before/,,Best Before/,v5 정답 확인,,003027_7.png
412,003027,s2,BEST BEF0RE:2021/09/28,,BEST BEF0RE:2021/09/28,v5 정답 확인,,003027_9.png
413,003111,up2x,유통기한,,유통기한,v5 정답 확인,,003111_0.png
414,003111,up2x,2021.06-09관진,관진이 아니라 까지,2021.06-09관진,v5 정답 확인,,003111_1.png
415,003114,s2,Best before/Consumir preferentemente antes del/A consommer de préférence,제외,Best before/Consumir preferentemente antes del/A consommer de préférence,v5 정답 확인,,003114_0.png
416,003114,s2,PROD.DATE.: 2020.09.25,,PROD.DATE.: 2020.09.25,v5 정답 확인,,003114_1.png
417,003114,s2,BEST BEFORE: 2021.09.25,,BEST BEFORE: 2021.09.25,v5 정답 확인,,003114_2.png
418,003115,s2,Best betore/Consumir preferertemente antes det/A consommer de proference,제외,Best betore/Consumir preferertemente antes det/A consommer de proference,v5 정답 확인,,003115_0.png
419,003115,s2,"PROD.DATE.:2020.09,25",,"PROD.DATE.:2020.09,25",v5 정답 확인,,003115_1.png
420,003115,s2,-BEST BEF0RE:2021.09.25,,-BEST BEF0RE:2021.09.25,v5 정답 확인,,003115_2.png
421,003147,s2,2021:04.22,,2021:04.22,v5 정답 확인,,003147_0.png
422,003147,s2,09:51,,09:51,v5 정답 확인,,003147_1.png
423,003161,fail,10 2021 13:42,,10 2021 13:42,v5 정답 확인,,003161_0.png
424,003165,fail,17까지RT,,17까지RT,사용자 비고,,003165_0.png
425,003190,det5,BEST BY: AUG 16 2022,,BEST BY: AUG 16 2022,v5 정답 확인,,003190_3.png
426,003197,det5,Lot:,,Lot:,v5 정답 확인,,003197_1.png
427,003197,det5,LOT ACAEU051120,,LOT ACAEU051120,v5 정답 확인,,003197_2.png
428,003197,det5,Exp: EXP NOU 05 2022,NOU가 아니라 NOV,Exp: EXP NOU 05 2022,v5 정답 확인,,003197_3.png
429,003199,det5,12102025,12.10.2025,12102025,v5 정답 확인,,003199_0.png
430,003220,rot90,EXP,,EXP,v5 정답 확인,,003220_1.png
431,003222,fail,BEST IF USED EY,,BEST IF USED EY,사용자 비고,,003222_0.png
432,003223,fail,BEST IF USEO BY,USEO가 아니라 USED,BEST IF USEO BY,사용자 비고,,003223_0.png
433,003228,s2,4/01/2021,,4/01/2021,사용자 비고,,003228_2.png
434,003241,s2,EXP.28-01-2022 L0197,,EXP.28-01-2022 L0197,v5 정답 확인,,003241_0.png
435,003241,s2,PRD.15-07-2020 08:46,,PRD.15-07-2020 08:46,v5 정답 확인,,003241_1.png
436,003243,s2,유동기한 제용에 범도 표기원 월의 1일까지 (읽는 법 /년 순),제외,유동기한 제용에 범도 표기원 월의 1일까지 (읽는 법 /년 순),ExpDate,,003243_0.png
437,003243,s2,티디어프코리0워) 210602 서울시 송파구 중대로 109 대통빌딩,,티디어프코리0워) 210602 서울시 송파구 중대로 109 대통빌딩,ExpDate,,003243_6.png
438,003243,s2,Best before end / Consumir preferente-,,Best before end / Consumir preferente-,ExpDate,,003243_12.png
439,003252,det5,04/2023,,04/2023,v5 정답 확인,,003252_1.png
440,003253,det5,D:20 10 2020,,D:20 10 2020,v5 정답 확인,,003253_0.png
441,003257,s2,2022. 04. 01,,2022. 04. 01,v5 정답 확인,,003257_0.png
442,003259,fail,02 2022 B1,,02 2022 B1,사용자 비고,,003259_0.png
443,003271,s2,Best before:,,Best before:,v5 정답 확인,,003271_9.png
444,003271,s2,07.07.2021,,07.07.2021,v5 정답 확인,,003271_10.png
445,003271,s2,16:00,15:00:00,16:00,v5 정답 확인,,003271_11.png
446,003277,up2x,"눈꽃크리스피솔티드그래놀라96%,농후발효유250320kc,12160kc개입",제외,"눈꽃크리스피솔티드그래놀라96%,농후발효유250320kc,12160kc개입",ExpDate,,003277_1.png
447,003280,s2,31/07/2023,,31/07/2023,v5 정답 확인,,003280_7.png
448,003284,s2,유동기한 후면 기일까지,유통기한 후면 표기일까지,유동기한 후면 기일까지,v5 정답 확인,,003284_0.png
449,003284,s2,안양2A3구희원231228,,안양2A3구희원231228,v5 정답 확인,,003284_1.png
450,003284,s2,2021.09.10까지,,2021.09.10까지,v5 정답 확인,,003284_5.png
451,003303,fail,식품이력추직등록번호(7719620)+유통기한,,식품이력추직등록번호(7719620)+유통기한,없음,,003303_0.png
452,003303,fail,·유기한:,유통기한,·유기한:,없음,,003303_2.png
453,003303,fail,까지,,까지,없음,,003303_3.png
454,003304,det5,LOT,,LOT,v5 정답 확인,,003304_0.png
455,003304,det5,Exp.:,,Exp.:,v5 정답 확인,,003304_1.png
456,003304,det5,03/2025,,03/2025,v5 정답 확인,,003304_2.png
457,003309,fail,AUG292020,,AUG292020,사용자 비고,,003309_0.png
458,003309,fail,10:48,,10:48,사용자 비고,,003309_1.png
459,003310,fail,AUG292020,,AUG292020,사용자 비고,,003310_0.png
460,003310,fail,10:48,,10:48,사용자 비고,,003310_1.png
461,003312,up2x, DATE11.03.2021,, DATE11.03.2021,v5 정답 확인,,003312_1.png
462,003318,hires,EXP202110.20,,EXP202110.20,v5 정답 확인,,003318_0.png
463,003324,det5,2021--02-16N-,2021-06-01 00:00:00,2021--02-16N-,사용자 비고,,003324_3.png
464,003331,s2,또장재질: 플리프로필랜 반품교한 구업처 또는 수업원 유통기한:제품 별도표시일까지(년/일/일 순),,또장재질: 플리프로필랜 반품교한 구업처 또는 수업원 유통기한:제품 별도표시일까지(년/일/일 순),v5 정답 확인,,003331_1.png
465,003331,s2,EXP 2021.11.03,,EXP 2021.11.03,v5 정답 확인,,003331_4.png
466,003332,erode3,BEST BY APR/29/21 10:00FL6D,,BEST BY APR/29/21 10:00FL6D,사용자 비고,,003332_0.png
467,003340,fail,Best Before-Mindlestens hakbarbis-Ten minste,제외,Best Before-Mindlestens hakbarbis-Ten minste,사용자 비고,,003340_1.png
468,003340,fail,preferiblilmenteentro l-Best for-NalepiejSpozycPrzed:,제외,preferiblilmenteentro l-Best for-NalepiejSpozycPrzed:,사용자 비고,,003340_4.png
469,003340,fail,22:07,제외,22:07,사용자 비고,,003340_6.png
470,003341,fail,22:07,제외,22:07,사용자 비고,,003341_1.png
471,3348,det5,31/2-5 3/2-5 pouche,제외,31/2-5 3/2-5 pouche,사용자 비고,,3348_1.png
472,3348,det5,(MFG):(D/M/Y)BEST BEFORE DD/MMY),제외,(MFG):(D/M/Y)BEST BEFORE DD/MMY),사용자 비고,,3348_6.png
473,3348,det5,(//)/유통기한:품후면표기(일/년순서)/(,제외,(//)/유통기한:품후면표기(일/년순서)/(,사용자 비고,,3348_7.png
474,3348,det5,EX887,EXP13/07/27,EX887,사용자 비고,,3348_9.png
475,3352,erode5,25/12-10시,25.12.10.22시,25/12-10시,비고: 맞음 표기,,3352_0.png
