image_id,year,month,day,final_date,stage,texts
000202,2027,02,06,2027-02-06,s1,최고기씨성 | 2+1 2+1 | 개a | 2번1 2·1 | 천짜장 S1 2027.02.06 | 05144 F3.1 | 있·는·3·분·요·리 까지
000203,2026,07,01,2026-07-01,clahe,"과 함께 짜장면으로도 즐겨보세요! | 国电器2001038182580 세기한하단 0 | 산),돼지고기(국산,양파(국산),춘장 ,카라멜색소 | 산도조절제), 스드오니온,특제 변성전분,대파 | (감미료) 우유 개두,밀,돼지고기,닭고기,쇠고기,초 | 시현곡면나 계탑 2 14-38.2号 358-7 | (주)/서울특 지 구충무로2포 내면-폴리프로필렌 | 그입처·알류 활,땅콩,고등어,게,새 ,토마토,아황산류 | 제품은 소비 기본법에 의거,교환 또는 가능·부정 량식 | 치에 손이 베일 우려 있으니 주의·포장 형,평창, 9 | 드거우니 안전사고에 주의·직사광선 피 온보관 봉 | 180g150kcal | 号22g7%：号8g8% | g0.7g5% | 7913% 8801005200257 | 준이므로 개인의필요 에 따라 다를 수 있습니다 | 안전관리인증 2026.07/01 | HACCP B31V.56 | 식포의마품안전지 OTHER"
000204,2026,06,18,2026-06-18,s1,"681 | 화제, 레시틴,탄 마 | 고추맛기름,홍 | 지고(국내신),대 중국산),고추베이스소스중화두 '고추엑기스,화조유,대무 마늘, 마조유 설 생강 | 정제 | 천피센두반장),쇠고기추출액,클소 | 고환처 | 시제품과 O9 | 180g210kcal | 含1394%8595% | 0g2913% | %E412922% | 2으로의필요열량이 따라다 수있습니다 8801005200127 | 소비자 | 중심 HACCP | OTHER. 2026.06.18 | 18:44F2L7"
000205,2027,05,18,2027-05-18,s1,"CumJmo ""urT | BEST BEFORE (DD/MM/YYYY) | LDENCURRY 18.5.2027 | AUCE With VEGETABLES | 3.580"
000206,2026,05,08,2026-05-08,s1,"号三2（仓）115g 하우스 바돈트' | 100g31139 | 3,580 3,580 | 853621 15/0//2 (D)853607 | H운맛 Unlbel | ·소비기한: | 2026.05.08 16:38 | B1 | 까지"
000207,2026,09,24,2026-09-24,s1,JAVACURYES JAVAE | 소비 | 기한 2026.9.24/A-Q
000208,2026,04,13,2026-04-13,s1,"n3 | JAVAEIY | (MONTH,DAY, YEAR) SAbueFood JAVA CURRY | 4.13.2026/B-V HOT"
000209,2027,08,11,2027-08-11,clahe,"간표일까 | 크리안더(모로 | ,복합조미식품,식물성크림,양피 테아린유(말레이 | 만늘맛분 | 쇠고기밀,토마토우유 | 주식회사오뚜기 | (내면) 제조원 충북 음성군 대소면 대충산단도 | 징어,새우,계란,잣 조개류 혼입가는·손비자기본법에따 | 여 주십시오.·소비기한을 꼭 확인 후 사용한,십시오 | 0800242311） | 용량 1kg 간든가기따라할수있는 | 415kcal 맛있는 요리가 한가득! | 영양성분 0 Kitchen 친(www.okitchen.co.k)에 | 한비율 놀랜으세요 | 219% | 18% 2027.08.11 . | 19% 10169F29 | 31% | 03 | 3% 조리후 장시간 보관할 경우 품질 변화가 | 0% 발생할 수 있으니 주의하십시오, | 3% 포장재 절단면이 날카로워 다칠 우려가 | 이 있으므로 개봉 및 사용시 주의하신시오 | 에"
000210,2027,05,20,2027-05-20,erode3,오뚜기짜질 2.080 | 2.900 | 2027.05.20 N3 | 10F431E22K | 백세카레매운맛 더 맛있고 질 녹는 과림형 카레 | 오뚜기백세카레는 강형 착량 더호 | OTTOGI BEKSE CURRY SPICY 즈미리 | 제트(4인원 | 8100
000211,2026,02,12,2026-02-12,s1,ER | 2026.02.1203 | 19:23#2 | DWS 17 | 3.700 | 3.700
000212,NONE,12,16,NONE-12-16,s1,VONO | VONO | 어니언 | 12.160 | :16 SF17L | 어 | Q4기 쇠고기스프 malle 온뚜기 | OTHER |  으 어니다. 280go禁量800ml 불에 올려놓고 끝을때까지 3분 간더 끌이면 맞있는 놓지 앞도록 가끔 저으면서 | 잘저어준다을기 시작하면 오뚜기최고기스는가됩니다. | 불을 약하게 합니다. | 가열된용기는 뜨거우므로 화상 | 120010445055201
000213,2026,03,20,2026-03-20,s1,소비기한 까지 | 2026.03.20/L | VONO 단호박스프
000214,2026,08,13,2026-08-13,s1,8：21：2 | 농축액에서 나타나는 지연적인 | 현상이므로 안심하고드셔도 | 됩니다 | ·본 제품은 소비자기본법에 | 의거교환 또는 보상 | ·부정·불량식품 신고는 | 11399 | 소비자중심 | 빈용기는 깨끗이 분리수거하여 재활용합시.소한사원깨끗한 환경 | 2026.08:13 /14:-16 | 까지
000215,2015,01,25,2015-01-25,s2,"·참전물 유래 성분이므로 안심하시고 사용하셔도 | 됩니다. ·보관 중 갈변이 발생 할 수 있으나 과실 | 농축액에서 나타나는 자연적인 현상이므로 | 안심하고 드셔도 됩니다. | ·본 제품은 소비자기본법에 | 의거 교환 또는 보상. | ·부정·불량식품 신고는 | 11399 | ccM | 이상레시 2150 HACCP 소비자중심 2개 | 가지 이상구매시 | 5E E BRRS | 11,980 | 홍 청정원 | 명사상품 | 2개구매시 10ml | 50 25-1 15 | 1기이스/점/ | 1051"
000216,2026,03,16,2026-03-16,s1,TIAS TO BE HEINZ 3 AS A KIOK TO YOUR [HOW TO USE] | IT HAS TO BE HEIN2 4.FRIED DISHES? SPECAL WITH HEINZ 2. MAKE YOUR TACO | TZNIEN 소비기한 | 2026. 03. 1 6 | 8801065002990
000217,2027,03,08,2027-03-08,s1,"동결현상 | 1에 손가락을 끼워 앞으로 당겨 주시고 낮은 온도 보관 시 동결현상으로 용고 및 침전물이 | I오.개봉 후 식초와 같은 특 | %[외국산 브라질,파라과이 등)]·대두함유 H를 가진 제품과 함께 보관 | 약간의 이취가 발생 될 주 있으니 | 기일까지' 의하십시오 | 제일제당(주)인는공시 주의사항·식용유는 과일 면 불이 | 14049 날 수 있으니 항상 추의깊게 관차해 | 용기-PE,마개-PE 야 합니다.·가열되었거나 불이 들은 | 구입처 또는 영업소 기름에 물을 넣지 마 V?·부정 소비자중심] | 2010-17 불량식품 신고는 국번없이 19 | 콩기름 -본 제품은 소비자 분정해결 기준 | 한국식품연구원 의거,교환 또는 보상 받을 수 있습니 | 다.·사용 후 빈용기와 마개는 분리 | KS2102） 수거하여 재활용합시다. | HDPE | K4 27.03.08 14:06 마개:LDPE | 402345 까지리 라벨:OTHER"
000218,2026,05,03,2026-05-03,s1,080 | 마요네스 오뚜기 | 량식품 | 마요네스 1984L 9.580 | 2026.05:03 | G2 까지
000219,2026,09,07,2026-09-07,s1,2026.09.07 | 김상규B
000220,2026,02,23,2026-02-23,s1,0/1399 | 300g | 정보 号11g3% 100g545kcal 고 | 55g102% 080-019-91 | (수AT) | 10% 8953% | 05g 미만 ：30m010%蜡型294% | DAESANG | 2026.02.23 | 12:04 까지
000221,2026,07,15,2026-07-15,s1,"홈유형 소스실균제품 | 원재료명 정제수,발사막식초[이탈리 号200204610736292 향 | 폰타 | 포장재질(내면)뚜껑(내면)-폴리에틸랜H-물레IE 행 | 2개 | 유통전문관매원성식품주식회 25-09-30 30 | 영양정보 2010g8150c 3/0/정/점 | 콜레스테를 0mg 8% 盟80% | 2026.07.15.B F2 | 고객지원 | 801005924207 | [nabel | 3.290"
000222,2026,03,25,2026-03-25,s1,"폰타나드레싱 폰 | 270g 행사상품 1001906 | 2개구매시 | 480 30 할인 4,480 | :2026.03.25CF2 | 시간이 지나면서 색이 열어지 | 품질에는 이상이없이니 안심하시 | 고,혼들어드십시오·직사광선을 I | 하고 실온에 보관하십시오.유리병 | 에손될수있으취급시주의하 | 시기바랍니다. | 안전관리인증 | 소비자중심 HACCP | 영양정보 235"
000223,2026,08,13,2026-08-13,s1,A1 | 연겨자 | 2026.08.138
000224,2026,06,15,2026-06-15,s1,"E量4570mg | 27.9. | 0% | 지방0g | 지방0g | 스테롤 | 5,00 단백질 时至人240g | 색대류 8~801003""001724 80 | 소비기한 | 2026.06.15A | nlabel"
000225,2026,04,06,2026-04-06,s1,리르기유물R 청정원 | (주)태경식품 충북 제최 | 至120.6嗒 대생(주)서울특별시종 클래식 | 어으므로 안심하고 흔들어서 사용하면 됩내 돈카츠소스 | 영양정보 총 내용량2 | 100g850 ka 박스파 대간개플의 등한했 | 220m15%量103 | 콜레스테를0mg 0% 단백질 3g5% | 00 | 개인의 필요 열량에 따라 다를 수 있습니다. | 2026.04.06 | 14:09
000226,2027,03,15,2027-03-15,s1,27M50 2개5 5c 2개5 | E | 27.03 15 19:23 1지 | 맛술 고기 요리는 미림 3큰술로 고기를 부드럽게! | 갈비 불고기 맛술
000227,2028,09,17,2028-09-17,s1,"영양정보 100m812kcal 48900m | 사과농축액 중국선발 | 에센스 | 14% | 틸렌테레프탈레이트 | 예틸렌 | 2 | 회사 오뚜기 | 광역시울주군삼남을반구대로 | 음성군대소면대품신단로2 | 따라 피해 보상 | Okitchen | 하고 뚜껑을달아실은보과 오기 식 한 대망인 | 길수있으나 원료 유라임 시제경보세오 개봉 시, 둥근고리에 손가락을끼워 | 락을끼워아래로때어사용 n. 아래로 페어낸 후 사용하십시오. | 招营：080-024-231（个风导 | 2028.09. 17.F | 14:45 | VDA4 | 연출이일지 | 800ml/40 | 농축액 2"
000228,2025,10,20,2025-10-20,s1,2025.10.20 | 수기준1급 | 90% | 내 | 100%g
000229,2025,10,28,2025-10-28,clahe,02AKELLA | Mn | Denmark | rewh SNCE1985 2025.10.28 | MZZARELLA | 100% Mni | (원료원유 기준) | Milky Huaur | 1256 우유 BEHIE | K-MILK 국산우유사용인류 초리예
000230,2026,03,28,2026-03-28,s1,DRE | PHILADE | 필라엘피아 크림 | 6.980 100833991 필라델피아 크림치즈 19 | 5.45 | 한 옆면에 표시된 기일까지 영양정보 | 서 15초 이상 살균 | 윗 로커스트콩검 우유 함유 23g43%12 | 고드셔도 괜찮습니다. 95mg32%50% | 일내드시기바랍니다 따라다를 수 있습니다 55 | EXP 2026-03-28T901
000231,2028,05,27,2028-05-27,s1,제조번호: | 255284 | 사용기한 | 20280527 | 까지 까지 | BO 20BD
000232,NONE,NONE,NONE,NONE,fail,"INAGOS | 15,맛지g 15.980 1통,맛게 | 메디켈허브 사용기한및제조재(P,P2):- 제조번호:튜브상단에별도표기 15,맛g 15.930 | 1% | JV1OL TV1O 15.986 | (d | 사용기한 및 제조재P1, P2): 사용기한및제조자(P1,P2): 사용기한및제조재P,P2): 제조번호:류브 상단에별도 표기 제조번호:튜브상단에별도포기 제조번호:튜브 상단에별도표기 : : 2(배 (< 피우루류기 | TOTAL TOTAL TOTAL TOTAL TOTAL TOTAL TOTAL TOTAL | SODYNE 내9주지 메디캘허보 메디캘허브 메디컬허브 메디컬혀브 메디캘허브 + T 7 7 7 7 | 04/소 | 제조번호:튜브 상단에별도 표기. | 사용기한및제조자(P,P2): | TOTAL TOTAL P2 TOTAL TOTAL | 7 | 메디켈허브 메디캘허브"
000233,2028,01,13,2028-01-13,det5,시과대학평가완료 외품 PERIOE | 살라아의깨한눈을닭은 간편하게 | 청정 | 6 PET | 정대:PP | 재활용어러용 | P2 B5D | 20280113
000234,2026,10,27,2026-10-27,s1,Dove | Dove | 037 090525 21:26 | R3 EXP261027 | 도브스칼프 너리싱샴푸 | 너리싱삼푸를 만나보세요. | √약해진모발과 큐티클걸에 | 단백질&영양공급
000235,2026,03,08,2026-03-08,det5,"더한 | 타소스 | 은 편안하게 하고 싶은 | 경험을 제공합니다. | 2026.03.08 L1 | 합니다.2)팬에 올리브오일을 두르고 삶은 면과 소스 1봉을 넣고 | 의 재료를 넣어 드시면 더 맛있습니다. | 소비기한 후면 상단표시일까지 | 20 | 판매업소.롯데쇼평(주)/서울특별서 중구 남다 | 물성크림물연,식물성유지(함유:말레이 시0산), | 육정단백농분말,양파(국산),주미액베이스 | (보존료) 우유,대두,밀닭고기 함유 | 三电用克200004430423230"
000236,2026,04,08,2026-04-08,s1,"가급적 한번에 사용하세요. | 영양정보 총나 | L三号830mg42% 탄수화물 8g 2 % | 14g26%0.5g | 引人印量45mg15% 단백질3g5% | 2026.04.08（B） | 15:45:09 | www.fontanastyle.com '비닐류 | 0808728888 OTHER 8""8"
000237,2026,06,05,2026-06-05,s2,"*본 제품은 소비자 분쟁해결 기준에 의거 교환 또는 보상 가능*메밀,당 | 토마토,아황산류,호두,오징어,조개류,잣 혼입 가능*부정·불량 | *직사광선을 피해 실온에 보관하시고 개봉 후에는 냉장 보관하여도 | 한번에 사용하세요. | 영양정보 총내 | LI三号700mg35% 10g3% | 20g37% 트랜스지방 0.6 g | 量55mg18% 2g4% | 2026.06.05（月2 | 09:44:11 | www.fontanastyle.com 비닐류 | 080872-8888 8 | OTHER"
000238,2026,09,10,2026-09-10,s1,제조 2025.09.11 | 일자 | 2026.09.10B3
000239,2026,07,10,2026-07-10,s1,"(토마토70g기준) 라이코펜 함유싱싱한 토마토 원료 | 제품명 진한토마토케참 | 19950449002363 | 원재료명 정제수,토마토페이스트중국산),물엿,기타과당, | 설탕,발효식초,케참베이스{정제소금(국산),케참스파이스 | 믹스(계피분말:베트남산),변성전분 | 알레르기 유발물질토마토,대두함유 | 내포장재질 |용기/리드지-폴리에틸렌,캡-폴리프로필렌 | (굴,홍합 포함)성분 혼입가능·반품 및 교환장소:고객상담실 | 및 구입처·본제품은 소비자기본법에 의거 교환 또는 보상 | ·소비기한 ∞ | 2026.07.10B | 까지 | 139 | 영양정보 8300g/100120 | 恒三号910mg46%全号26g8%异22g22%不07 | 0000%000%"
000240,2027,05,20,2027-05-20,s1,소비자중심 | 139 | 영양정보 500g/10025kcal | 0mg0%号72g22%2g2% | 61g5gog0%0g | 0g0%0mg0%0g0% | 개인의 필요 열량에 따라 다를 수 있습니다. | 2027.05.20 F1 | 까지 | F12408 | 캡LDPF/실리콘라벌위 | 8801052120188 wwdaesang.com/ | 8019-919 wwjungoneshop.com | 청청에코템
000241,2027,08,10,2027-08-10,s1,"아래로떼어낸후사용하십시오 | 유형 물엿 1920253681 | 원료명 아,러시아 등)] 00%수전옥수외국  | 소비기한 하단표시일까지 | 포장재질 우껑 폴리에틸렌, 용가-폴리에널렌테레프팔레이트 | 주식회사 오뚜기 | 제조원 149 | :소비자기본법에따락피해 부량신품고는 | 곳에 보관하십시오.·사용 후 뚜껑을 꼭 닫아 보관하십시호 | 080024-231 | 2027.08.10.F2 16:05"
000242,2026,05,21,2026-05-21,s1,식품안전관리인증 HACCP 마크란? | 格46g/206kcal HACCP 식약처에서위생적이고안전하다고 | 1일영양성분기준치에 인증한 식품에만 표기하는 마크입니다 | 총 내용량당 대한 비율 소비기한 | 방 6g11% 2025.09.22/15:10 부터 | 랜스지방0g | 3.523% 2026.05.21 까지 | 백질 4g 7% | 量(%)22.000kcal | 라 다를 수있습니다
000243,2026,08,17,2026-08-17,s1,5.5gx47Hg) | 185kcal | 异1.4g1% | 3g22% 2026.08.17 D3 | 로개인의필요
000244,2026,06,21,2026-06-21,s1,2025.08.22/00132 부터 | 2026.06.21 까지
000245,2026,02,24,2026-02-24,s1,"% | % | 1% | 28% | 이미시예 | 소비기한 | 부터 | 후면표기일 까지 25.09.25 21:58 | 26.02.24/R | 11 까지 | 유지,변성전분, | 산,체종유 호 | 베트남산,말레 | 식품인전관리인증 | 닭고기 함유 SMART HACCP | 87005149 식생의약생안전지 OTHER | 제품 본연의 가채를 높여 나가겠습니다 | 어,새우,게, | 보존을 위해"
000246,2026,02,04,2026-02-04,s1,이탈리아 쉐프 | 마리오 파타타 | ROFILE | 이탈리아어로'감자'를 뜻하는 | '파타타쉐프의 대표 요리는 | 감자그라당양념바베큐어니언 | 등이 있습니다. | 25.09.05 부터 | 26.02.04 | 05:40A01F4 까지 | 식품인전관리안을 | HACCP | OTHER 801117175280
000247,2026,05,20,2026-05-20,s1,BED: 20052026 9T 05 | ABD19:25
000248,2026,04,21,2026-04-21,s1,"하십시오개호 | 옥수수의 일부분으로 안심하고 드서도 됩니다 | ·소비자기본법에 의거 교환,환불해 드립니다. | 1399 | ·반품·본사 및 구입한 곳. | ·신선도 유지를 위해 질소충전포장을 | 하였습니다. OTHER | 1801043036672 | 시킨 후 2026.04.21外 | 니다 | 영양정보 총내용량83g 420kcal | 620mg31%量55g17% | 3.3g3%20g37% | 量0mg0%5.0g9% | 2.000kcal | ·본사:서울 있습니다."
000249,2026,02,16,2026-02-16,s1,"신)볶음참께,구운천일 염 | 두토마토,쇠고기,닭ㄱ기, | 우함유 | 장재질 리에틸렌 | 2018060302219 | 달갈,우유,땅콩,호두,복숭아되 | 지고기,오징어,게,고등어,조개루 | (굴,홍합)혼입 가능 | 오리큰 소넥을 인터넷에서 만나. | htp://www.orionworld.com | 2025.09.17 | 2026.02.16 부터 | 기한 07:36A01 까지"
000250,2026,03,04,2026-03-04,s1,"씨눈(검정) 일부 제품 표면의 반점은 | 껍질(갈색) ""옥 수수 씨눈 또는 껍잘 이오니 | 안심하고 드시기 바랍니다 | 영양정보 총 내용량70g | 377/kcal | 号370mg19%午量44g14% | 당류2g 2% 21g39% | 트랜스지방0 9 | 含73.5mg11% | 25.09.0514:11 | 부터 | 26.03.04 B6 ㄱ | 맛있는"
000251,2026,02,24,2026-02-24,s1,실종예방에대해 | 더배워보아요! | 25.08.2517:16 | 26.02.24 A2 | 자료 | 제공 | 아동권리보상원 제보처
000252,2026,07,09,2026-07-09,s1,소비기한 | 2026.07.09 | 2026.07.09
000253,2026,06,20,2026-06-20,s1,영양정보 065g | LE层510mg skcal | 41.6 26% | 당류49 | 15g 28% | 트랜스지방 0g | 포화지방 6 9 40% | 골래스테를 5 mg미단 1% | 습니다 단질 5.6g 10% | 백전관리인증 2000kcal | HACCP 거인의 필요 열량에 따라 를 수 있습니다 | 2026.06.20 | 11:27B
000254,2026,08,12,2026-08-12,s1,트65 mg | 탄주화불49g | 림 당류 36 g | 지방0.6g | 트랜스지방 0 8 | 포화지방Og | 콜레스테롤Omg | 단백질 2g | •제품내부에수분이많고부드러워고은에 약 | 이하에 보관해주시고 하절기전면 직사광선을피 | 덩어리나 검은 점이 보일 수 있으나 인체에 무해합니나. | 소비 25.08.13/14:45 부터 | 기한 26.08.12. 2 (F2) 까지 | OTHER
000255,2026,08,20,2026-08-20,erode5,802259-0265011 | 26.08.20 A | 08:14 | 까지
000256,2027,01,02,2027-01-02,s1,Nexweel | E080-023-3399个 | B ERO 글루타치온 50mg | 보로 소비기한 | 27.01.02B科
000257,2025,12,10,2025-12-10,s1,2025.1210
000258,2026,05,30,2026-05-30,s1,"후광이가발생할수있으니반드시냉장보관하시고빨리드세요.알(가금 | 류에한함),우유메밀,,대두밀고등어,게새우,돼지고기,복숭아,토마 | 토, 아황산류,호두,닭고기,쇠고기,오징어,조개류(굴,전복,홍합 포함),잣 | 성분혼입가능.용기를 가열 조리용으로 사용불가·부정·불량식품신고는 국번 | 안전관리인증 | ·뚜껑을 처음 열때 '뱅소리‘가 나야 정상입니다.·반품 및 HACCP | 교환:구입처및제조원·www.daesangdives.com | 소비기한 2026.05.30 | 11:23 까지 비"
000259,2025,11,09,2025-11-09,s1,과일 원물이 들어 상큼달콤한! | JINOI 복숭아 가득 | 푸딩젤리 | Peach Pudding Jelly | 안전 | 플라스틱 | 2025.11.09 식품의약품 | OTHER | 리드:OTHER | 27%0.14% | 45kcal)/실본보관 210 | 지방 트랜스지방 포화지방콜레스테롤단백질 | （%2.000kcal | 에 따라 다를 수 있습니다.
000260,2027,04,01,2027-04-01,s1,스터수지 | 금(가공소 | 로인산나 | |노신산이 8801392002663 | WB1A | 27.04.01 | 까
000261,2026,03,07,2026-03-07,s1,소한죄 | 영양정보 총U | 가 낮으 L三140mg 7%18g | 주십시 | 담실및 탄수화물48g 15 % 트랜스지방0g | 기본법 법신보 18g 18% 포화지방6y 40% | 클레스테롤0mg | 다. 이브로개인의 필요 열량에 따라 다를 수 있습니다. | 25.09.08 20:26 | 26.03.07 A1 | 카랑라공
000262,2027,01,10,2027-01-10,s1,"Kornbudr | 2027.01,10"
000263,2028,01,22,2028-01-22,erode3,양반 방반 | NO. | 가름김 양반김 들기름김 | 재정처 | 시주의하준 | 2028.01.220xl | 2:40 29231 | 20
000264,2026,06,06,2026-06-06,s1,26.06.06 7/7/ 19:37 F2B
000265,2026,11,26,2026-11-26,s1,2026.11.26 | 청정원 | 순창 | Spicy Cocktail Sauce | 자
000266,2025,12,04,2025-12-04,s1,PEH | 취향저! | 이미지에 | 안전관리인증 | HACCP | 2025.12.04
000267,2026,06,02,2026-06-02,s1,26.06. 02
000268,2026,07,14,2026-07-14,s1,리츠 | ZEC 제대로 만든 크래커! | 26.07.14 01832 8
000269,2026,05,15,2026-05-15,s1,"비기한 후면 별도표기일까 | 72 | 남대문로 81(소공동) | 카라멜색소,홍국색소,고량색소,안나토 | [잠올레인유(말레이시아산),해바라기유 | 페롤(혼합형)],레시틴,카로틴 | 대두 함유 | 호 20100461303356 | 1139 | 아손상 우려가 있으므로 주의 바랍니다. | 1일영양성 | 치에 대한 비율 안전관리인증 2026.05.15 | 78% HACCP | OTHER 02:41 | 107% | 13% | 필요열량에따라 | 88090275504111"
000270,2026,09,03,2026-09-03,s1,"RE:EARTH 분리배출캠페인 [비닐류] | 맛있게먹는 TIP 지퍼부분은 가위로 절단 후 종량제 배출 | 온가족이 둘러앉아 추억의 옛날과자를 | 내용물비우고세적 건조 후압착 오염시중광제출 | 영양정보 100p9461kcal 160g | 174：号1（2早）2居（9） | 업소명 031-858-2727 유통전물판F이소: 롯데쇼핑/서울특별시중구 100g 1일 영양성분 | 소재지 대문로 81 买吉）/1899 3000 치에바을 | 말루(밀:마 호주산), 탕,옥배유(옥수수 나트륨 J6 mg | 외국신 김(국 공소금, 글엿,효모,혼합제제 탄수화물 69g | 원재료명베이강파우데(산 ‘산L 륨,탄산칼슘,탄산수 당류 20g | 나트륨 루코노- 수수전분, 구연산),포 지방 17g | 당 요소처리스테비 식품 밀함유 트랜스지방 | 플에품독 2017037001854 0g | ·번품 및교환장소구일처 및 판매운 제품은 소비자기본법 포화지방 2.3g 15% | 에따른 소비자분장해결기준에 의거 교환 -는 보상 받을 수 있습 콜레스테롤 O rng | 니다.·부정·불양식품신고는 국번없이 99·취급 및 보관시 단백질 8g 15% | 주의사항:직사황선을 피하여 서늘하고 조한 곳에 보관하십시 1일 영양성 분 기준 대한 비(%) | 号2000kcal至g | ·함께 포장된 실리카겔(방습제)은 드시 마십시오. 필요 열른 에 따라 다를 수 있습니다 | 안전관리인증 | HACCP 8801936010109 | 2026.09.03"
000271,2026,03,24,2026-03-24,s1,"민기무(일: 미국산,호주산),설립,합 | 정보 | 용량당 기a지에대 | 330mg | 화물 86 g | 황산나트륨, 합성향료(바닐라향분말) 20 g | 밀, 대두, 우유, 아황산류함유 22g | 장재질(내면) 폴리에틸렌 ""스지방 0g | 量2002046712787 지방 6g | 풀및 교환장소:구입처 및 판매원·본 제품은 테롤 0 mg | 사기본법에 따른 소비자분쟁해결 기준에 의거 교 7g | 관 또는 보상받을 수 있습니다.·부정·불량식품 신 성분 기준치에 대한 비율 | 2로 개인의 필요 열랑에 때 | 가능성이 있습니다. | 2026.03.24外-2"
000272,2026,05,10,2026-05-10,s1,"[Uubel | 따우더 네열란드산)],유지크림분 | 가루크림분말,고추장,도당,정제 (식울성유지:외국산)],스위트항시즈닝 영양정보 | 산도조절제,파프리카추출색소작 총 내용량당 | 기 | 커향), 향료,향미중진제 | 탄수화물 59.6g | 1일(내면) 폴리에릴렌 당류 11.29 | 量19900355116313 지방 23.2g | 및교환장소 구입처 및판매원 용은 소비자기본법에 따는 소비자분재해결 트랜스지방 | 에 의거 교환 또는 보상을 받을 수 있습니다. 포화지방 15 | 콜레스테롤 | 메, 딸콩,고등어,게,새우,돼지길,복 단백질 | 아,이황산류 호두,닭고기,오장어 조가 류(굴, 1일 영양성분 기준치에 댓 기춘이으로개기기필요열 | 복,혼합포함),잣 혼입가능 넘이 있스다 | 직사광선을 피하고 건조한 못에 실은 년관 | 제품의 품질보존을 위해 질소가 충진=장을 | 하요습니다. | 2026.05.10C 8""80207"
000273,2026,03,13,2026-03-13,s1,"닝분말,북어에기스 | 트리아세틴향료재종유,주정,프리추출생소,항료2 | 글리세린지방산에스테트, 아-토코페를(혼합형),료2종 | 고수장마요앗 새우 대두,계린,쇠고기,우유함유 | 소비기한 후면 표기일까지 포장재질 | 품목 1720154001-530（早） 폴리프로필렌 | 보고번회 26010549541-186（)） | 매코달 있습니다. | 부드러운 개봉후로:십시오 ·직사광서을 Ⅲ하고 서늘하고 건도한 곳에 보관하십시오 | 고추마요맛 ·간혹 제순이 은 갈색이나 검은색 부분은 원료의 일부분 | 입자는 파슬리입니다. | ·소비자기본법에 의거 교환,환불해 드립니다. | 1399 | ·반품:본사 및 구입한 곳. AER | ·신선도 유지를 위해 질소충전포장을 하였습니다. | 2026.03.13 | 2B301301 | 식품안신관리인증 | HACCP | 영양정보 280kcm | -농심물 바로가기 三450mg23%个量41 | 담 수산까요금부담 O-023-5181 12g12%11g20% | ww.nome"
000274,2026,03,02,2026-03-02,s1,말(아카시아벌글 | 함유 | HLHH | 2공장/ | 3남영동) | 3.신선한기름에 | 튀겨줍니다. | 바2달동한 이니 안심하고 드세요.제품 표면의 녹색가 | 허니버터2 루는 파슬리입니다. | 4 | 강정보 235 kcal | mg98E时量5g8% | 25.09.03 F2 20:11 | 레스테Umg 0% 26.03.02 까지 A5 | 대한 비율(%) | 개인의필요 열량에 따리 | 096403 | 안전관리인증 | HACCP | OTHER
000275,2026,04,23,2026-04-23,s1,"소비기한 후면 표기일까지 | 자와 바베큐 맛이 포장재질 폴리프로필렌 | 맛있는 스낵입니다 품목 19720154001 19760342001134(218) 1-48（) | 바삭바살 감자스틱 보고번호 ·새우, 토마토,게, 땅콩, 닭고기,오징어,계란, | 조개류(굴,전복,홍합 함)를 사용한 제품과 | 같은 시설에서 제조하] 있습니다. | 하십시오.개봉후바트드십시오 | ·간혹 과자에 있는 초색 물질은 원료인 파슬리 | 이오니 안심하고도셔도 됩니다. | ·소비자기본법에4거 교환,환불해 드립니다. | 139 | ·반품:본사' 구입한 곳. | ·신선도 유치를 위해 질소충전포장을 | 하였습니다. 11HER | 2026.04.23外 | 식품인전관리인증 | HACCP | 139 영양정보 75g | 양양영희 370 kcal | ·본사:서울특별시 동작구 三470mg24%量54g17% | 112） 3.9g4%15g28% | 금부담 농심몰 바로가기 | 5181 농심 0mg0%4.4g8% | (%)%2000kcal"
000276,2026,03,25,2026-03-25,s2,자가비 케첩맛 | Jagabee | !취급주의:제품 개봉시 손이 베지 않도록 주의하시기 바랍니다. | OPEN | 3 25.09.26 19:28 | ：26.03.25
000277,2026,07,15,2026-07-15,s1,HACCP 마크란? | HACCP | 식약처에서 위생적이고 안전하다고 | 인증한 식품에만 표기하는 마크 입니다 | 8801117282301 | 소비 부터 | 2025.09.16/20:52 | 기한 2026.07.151A-2 까지
000278,2026,06,22,2026-06-22,s1,25.09/23제조A157 | 26.06.22c | go | 송직한 고기와 야채
000279,2026,06,02,2026-06-02,s1,25.09.03 1443 | 26.06.02 | AOH | 꽉 찬 소와 피의 밸런스 | assorted vegetables | 1만번 이상 치댄 | 연출이미지 Chewy wrappe | 10000
000280,2026,03,23,2026-03-23,s1,CJ | 체일제당 | SSC5 | 2026.03.23 | 까지 | GOURMET | DELICIOUS 고에 LIFE | ASTY CUISINE | 모짜렐라돈카:
