image_id,year,month,day,final_date,stage,texts,raw
000074,2026,08,28,2026-08-28,s1,제품명 백설 허니머스타드 소스 | 내용량 250g | 식품의 유형 소스(살제품) | 소비기한 후면 별도 표시일까지 | 실온보관/개봉후냉장보관 UL | 유통전문판매원:씨제이제 | 일제당(주)충청북도 진천군 광 | 업소명및 112 | 소재지 ·제조원:(주)동방푸드마스타 | CAC宝105 | 번길70 | 2026.08.28/C | 까지 | 한제제(유회,"[[""제품명"", 206, 31, 228], [""백설 허니머스타드 소스"", 200, 31, 282], [""내용량"", 237, 28, 228], [""250g"", 234, 34, 280], [""식품의 유형"", 268, 32, 217], [""소스(살제품)"", 268, 33, 279], [""소비기한"", 301, 26, 218], [""후면 별도 표시일까지"", 300, 29, 279], [""실온보관/개봉후냉장보관"", 334, 33, 279], [""UL"", 341, 29, 571], [""유통전문판매원:씨제이제"", 366, 31, 290], [""일제당(주)충청북도 진천군 광"", 394, 29, 278], [""업소명및"", 416, 37, 207], [""112"", 423, 34, 274], [""소재지"", 448, 29, 217], [""·제조원:(주)동방푸드마스타"", 450, 34, 275], [""CAC宝105"", 478, 35, 275], [""번길70"", 505, 38, 271], [""2026.08.28/C"", 596, 68, 224], [""까지"", 652, 42, 432], [""한제제(유회"", 945, 32, 388]]"
000075,2026,01,06,2026-01-06,s1,잣 성분 혼입 가능. | 1399 | 영양정보 320g F24 | 100g385kcal | L三暑700mg35% 26g8% | 异 22g22 % 31g57% | 트랜스지방0 9 4.429% | 量10mg3% 192% | DAESA | 소비기한: | 2026.01.06 | 11:18,"[[""잣 성분 혼입 가능."", 156, 73, 91], [""1399"", 180, 95, 91], [""320g"", 228, 39, 372], [""F24"", 234, 32, 578], [""영양정보"", 258, 58, 89], [""100g385kcal"", 268, 47, 325], [""L三暑700mg35%"", 326, 42, 96], [""26g8%"", 316, 44, 311], [""异 22g22 %"", 366, 42, 95], [""31g57%"", 360, 49, 310], [""트랜스지방0 9"", 405, 44, 99], [""4.429%"", 399, 51, 265], [""量10mg3%"", 441, 50, 97], [""192%"", 436, 53, 351], [""DAESA"", 476, 27, 594], [""소비기한:"", 604, 66, 98], [""2026.01.06"", 623, 70, 293], [""11:18"", 678, 58, 346]]"
000076,2026,08,17,2026-08-17,s1,제품명 백설돈까스소스 | L格255g | 식품의 유형 소스(살균제품) | 소비기한 후면 별도 표시일까지 | 보관방법 실온보관/개봉후냉장보관 | 유통전문판매원: 씨제이제 | 일체당(주)충청북도 진천군 광 | 업소명 및 112 | 소재지 ·제조원: (주)동방푸드마스타 반풍 및고 | 号记CHACH宝105 | 번길70 | 영양정보 | 2026.08.17/D 나트름14 | 까지,"[[""제품명"", 128, 35, 205], [""백설돈까스소스"", 119, 44, 252], [""L格255g"", 158, 50, 202], [""식품의 유형 소스(살균제품)"", 191, 44, 196], [""소비기한"", 227, 32, 198], [""후면 별도 표시일까지"", 222, 36, 250], [""보관방법"", 260, 32, 197], [""실온보관/개봉후냉장보관"", 254, 37, 252], [""유통전문판매원: 씨제이제"", 289, 38, 269], [""일체당(주)충청북도 진천군 광"", 318, 34, 257], [""업소명 및"", 341, 20, 194], [""112"", 348, 35, 251], [""소재지"", 376, 29, 200], [""·제조원: (주)동방푸드마스타"", 376, 37, 252], [""반풍 및고"", 380, 36, 529], [""号记CHACH宝105"", 404, 35, 253], [""번길70"", 433, 32, 253], [""영양정보"", 470, 56, 523], [""2026.08.17/D"", 530, 63, 212], [""나트름14"", 528, 24, 534], [""까지"", 584, 39, 418]]"
000077,2026,03,07,2026-03-07,s1,India | 0.28%98 | 2026.03.07 까,"[[""India"", 492, 60, 0], [""0.28%98"", 579, 48, 415], [""2026.03.07"", 678, 62, 174], [""까"", 676, 37, 507]]"
000078,2025,06,19,2025-06-19,s1,"옥수수전분), 국산)변성전분},과·채가공품/미 {토마토,정제소금,구연산 | 대두,밀,토마토함유 | 300g 안전관리인증 | 보 100g270kcal HACCP | OTI | mg27%59g18%18g18% | 3%트랜스지방 0g | 5g2%1g2% | 8809781220032 | 2025.0619제조","[[""{토마토,정제소금,구연산"", 34, 68, 453], [""옥수수전분),"", 24, 48, 0], [""국산)변성전분},과·채가공품/미"", 43, 81, 0], [""대두,밀,토마토함유"", 116, 53, 510], [""300g"", 314, 40, 309], [""안전관리인증"", 321, 26, 616], [""보"", 343, 40, 0], [""100g270kcal"", 348, 37, 278], [""HACCP"", 342, 30, 614], [""OTI"", 388, 25, 692], [""mg27%59g18%18g18%"", 404, 49, 0], [""3%트랜스지방 0g"", 452, 44, 0], [""5g2%1g2%"", 502, 43, 0], [""8809781220032"", 544, 47, 544], [""2025.0619제조"", 683, 47, 209]]"
000079,2026,01,31,2026-01-31,s1,머들러로사용 | 뱅쇼(프랑스 따듯한 와인) | ·소비기한 | 2026.01.31 까지,"[[""머들러로사용"", 132, 55, 105], [""뱅쇼(프랑스 따듯한 와인)"", 266, 50, 112], [""·소비기한"", 534, 34, 119], [""2026.01.31"", 568, 45, 200], [""까지"", 578, 26, 523]]"
000080,2031,04,02,2031-04-02,up2x,"3,990 | 125 | 읍 | 프로필렌 8 802259""020431 | 혼합분유 | 가나산,에 롯데웰푸드 | 밀:미국산) | 팔유(말레 | 전분),전란 | |소금,산도 부터 | 지방산에스 까지","[[""3,990"", 248, 155, 977], [""125"", 570, 85, 3], [""읍"", 662, 95, 0], [""프로필렌"", 910, 93, 0], [""8"", 904, 62, 355], [""802259\""020431"", 890, 87, 458], [""혼합분유"", 1003, 90, 4], [""가나산,에"", 1087, 92, 0], [""롯데웰푸드"", 1104, 121, 647], [""밀:미국산)"", 1168, 89, 0], [""팔유(말레"", 1250, 87, 1], [""전분),전란"", 1330, 89, 0], [""부터"", 1379, 90, 1097], [""|소금,산도"", 1408, 83, 6], [""까지"", 1460, 81, 1095], [""지방산에스"", 1486, 87, 8]]"
000081,2026,05,18,2026-05-18,s1,소비기한 | 부터 | 2025.05.19/10:27 | 마크란? 2026.05.18 까지 | 고 안전하다고 | 하는마크입니다,"[[""소비기한"", 468, 54, 155], [""부터"", 520, 51, 563], [""2025.05.19/10:27"", 561, 42, 215], [""마크란?"", 620, 49, 0], [""2026.05.18"", 608, 40, 216], [""까지"", 616, 48, 562], [""고 안전하다고"", 662, 26, 0], [""하는마크입니다"", 690, 32, 0]]"
000082,2026,08,24,2026-08-24,s1,엄아손 | 기운내 | 자 아자! | From | 2025.08.25부터3 | 2026.08.24까지A,"[[""엄아손"", 66, 77, 91], [""기운내"", 381, 94, 14], [""아자!"", 500, 214, 80], [""자"", 530, 97, 24], [""From"", 610, 55, 39], [""2025.08.25부터3"", 678, 65, 174], [""2026.08.24까지A"", 739, 58, 175]]"
000083,NONE,NONE,NONE,NONE,fail,행사상품 행사상품 | .. … 파인애플 롯샌 상금달콤롯데샌드 행사상품 | 상큼달콤롯데샌드 삼큼달콩롯데샌드 류이피 | 롯샌 롯샌 HY 행사상품 | 파인애플 파인애플 | T  | 17 까지 | 롯샌 상큼달콤 롯데샌드 | 파인애플 | … 까지,"[[""행사상품"", 230, 60, 223], [""상큼달콤롯데샌드"", 404, 50, 215], [""롯샌"", 486, 172, 172], [""파인애플"", 570, 37, 253], [""T "", 640, 52, 168], [""까지"", 672, 28, 489], [""17"", 690, 45, 175], [""롯샌"", 317, 282, 393], [""상금달콤롯데샌드"", 314, 202, 527], [""행사상품"", 295, 144, 698], [""파인애플"", 319, 126, 373], ["".."", 286, 11, 308], [""…"", 344, 34, 305], [""류이피"", 391, 38, 341], [""HY"", 477, 160, 266], [""행사상품"", 230, 63, 223], [""삼큼달콩롯데샌드"", 404, 50, 215], [""롯샌"", 486, 172, 172], [""파인애플"", 570, 37, 254], [""행사상품"", 461, 112, 450], [""상큼달콤 롯데샌드"", 809, 88, 436], [""롯샌"", 972, 387, 319], [""파인애플"", 1139, 66, 515], [""까지"", 1349, 88, 968], [""…"", 1373, 18, 551]]"
000084,2026,03,31,2026-03-31,s1,LOTTE | 대한민국No.1 | 카스타S | 1989 | 소비 2025.10.01/12.47 부터 | 기한 2026.03.31/A 까지 | 사랑입니다.,"[[""LOTTE"", 25, 42, 63], [""대한민국No.1"", 101, 92, 224], [""카스타S"", 200, 167, 96], [""1989"", 280, 64, 273], [""소비"", 564, 47, 41], [""2025.10.01/12.47"", 567, 44, 216], [""부터"", 562, 51, 624], [""기한"", 619, 52, 44], [""2026.03.31/A"", 620, 53, 217], [""까지"", 616, 49, 621], [""사랑입니다."", 749, 50, 3]]"
000085,2026,03,30,2026-03-30,s1,아름 | 영양정보 | 20mg1% 全司量40912% 45201 | 080-024-6060 | (수신자 요금 부담) | http://www.lottewellfood.com | 2026.03.30 B1 7818010,"[[""아름"", 23, 20, 148], [""영양정보"", 159, 42, 140], [""20mg1%"", 212, 51, 139], [""全司量40912%"", 235, 89, 437], [""45201"", 228, 79, 553], [""080-024-6060"", 385, 46, 170], [""(수신자 요금 부담)"", 424, 31, 277], [""http://www.lottewellfood.com"", 454, 33, 245], [""2026.03.30 B1"", 550, 71, 209], [""7818010"", 575, 75, 520]]"
000086,2026,03,14,2026-03-14,s1,"제수,엔 | 25.09.15 18:25 부터 | 26.03.14 A 까지","[[""제수,엔"", 506, 51, 0], [""부터"", 596, 48, 635], [""25.09.15 18:25"", 600, 59, 214], [""26.03.14 A"", 656, 56, 212], [""까지"", 655, 48, 634]]"
000087,2026,08,10,2026-08-10,s1,4.120 | 4.330 | 2025.08.11 부터 | 까지 | 2026.08.103 맛있는 약속,"[[""4.120"", 188, 47, 79], [""4.330"", 288, 55, 583], [""2025.08.11"", 549, 54, 106], [""부터"", 569, 44, 471], [""까지"", 640, 41, 469], [""2026.08.103"", 661, 50, 109], [""맛있는 약속"", 672, 43, 555]]"
000088,2025,09,04,2025-09-04,s1,소비 25.09.04 00:34 부터 | 기한 까지,"[[""부터"", 498, 49, 602], [""소비"", 510, 49, 27], [""25.09.04 00:34"", 518, 52, 183], [""까지"", 570, 47, 598], [""기한"", 588, 54, 31]]"
000089,2026,09,11,2026-09-11,s1,01103 | 26.09.11 | 15024 | 26.07.11 | DILEE | 집혜 | u한 | WUR | ·에코절취선,"[[""01103"", 176, 35, 280], [""26.09.11"", 211, 36, 272], [""15024"", 260, 22, 498], [""26.07.11"", 280, 23, 490], [""DILEE"", 511, 30, 261], [""집혜"", 565, 85, 0], [""u한"", 622, 24, 626], [""WUR"", 751, 76, 466], [""·에코절취선"", 873, 172, 475]]"
000090,NONE,NONE,NONE,NONE,fail,xew 휘CAY Max Max Max | A 뜨모게 OPEN→ 용청 | 끝 형한명민 | 유기 료 | 품비 K | 내려이 OPEN→ OPEN→ | 온로도 KF | x | 내용량 | 식품유형 식품유형 커피 | xew 원재료명 원재료명 소비기한 소비기한 | 프레소 OPEN→ | 으로도 K | 식품유형 커피 상단표 | 소비기한 용 | 원재료명 | 프레소 | 이o%이상,"[[""Max"", 91, 183, 426], [""OPEN→"", 457, 43, 254], [""KF"", 484, 32, 595], [""식품유형"", 804, 72, 255], [""소비기한"", 850, 74, 254], [""원재료명"", 896, 45, 263], [""OPEN→"", 320, 135, 482], [""뜨모게"", 318, 45, 83], [""A"", 321, 24, 56], [""끝"", 366, 35, 52], [""x"", 612, 40, 465], [""xew"", 146, 295, 0], [""용청"", 260, 47, 802], [""형한명민"", 320, 63, 771], [""유기"", 364, 47, 779], [""료"", 354, 33, 879], [""품비"", 402, 39, 787], [""K"", 400, 26, 889], [""휘CAY"", 110, 71, 292], [""내려이"", 477, 40, 140], [""xew"", 876, 167, 0], [""Max"", 86, 162, 431], [""OPEN→"", 458, 37, 257], [""온로도"", 484, 39, 467], [""내용량"", 724, 77, 486], [""식품유형"", 803, 74, 254], [""커피"", 770, 59, 422], [""소비기한"", 850, 72, 254], [""원재료명"", 895, 57, 257], [""프레소"", 927, 30, 276], [""Max"", 176, 364, 825], [""OPEN→"", 914, 79, 514], [""으로도"", 965, 74, 953], [""K"", 968, 49, 1194], [""커피"", 1553, 124, 840], [""식품유형"", 1607, 134, 514], [""상단표"", 1522, 213, 975], [""용"", 1648, 93, 882], [""소비기한"", 1703, 132, 516], [""원재료명"", 1788, 103, 520], [""프레소"", 1852, 59, 544], [""이o%이상"", 1886, 68, 602]]"
000091,2027,05,22,2027-05-22,s1,스테비아 | 제주레몬차 | 소우 | 내내 | 제티 | 레티 L | 초코 | 2027.05.22 10:35진천 | 공부차 | 공부차,"[[""스테비아"", 25, 48, 389], [""제주레몬차"", 50, 72, 362], [""내내"", 104, 51, 0], [""소우"", 112, 78, 607], [""제티"", 430, 141, 237], [""레티"", 564, 79, 275], [""L"", 572, 27, 583], [""초코"", 614, 29, 331], [""2027.05.22 10:35진천"", 704, 59, 71], [""공부차"", 861, 46, 608], [""공부차"", 904, 49, 581]]"
000092,2026,12,05,2026-12-05,s1,날내내 | 제티 | 제티 | 2026 12 05 10216진전F,"[[""날내내"", 26, 59, 183], [""제티"", 408, 130, 256], [""제티"", 528, 77, 292], [""2026 12 05 10216진전F"", 665, 68, 114]]"
000093,2026,04,23,2026-04-23,clahe,2026.04.23 | LEMON SPARK | TRE | ATURAS,"[[""2026.04.23"", 364, 57, 230], [""SPARK"", 729, 36, 608], [""LEMON"", 754, 76, 541], [""TRE"", 825, 99, 526], [""ATURAS"", 912, 42, 555]]"
000094,2027,06,30,2027-06-30,s1,2027. 06. 30 | kcal,"[[""2027. 06. 30"", 439, 58, 245], [""kcal"", 657, 66, 0]]"
000095,2026,07,29,2026-07-29,s1,Okcal·m | P5 26.07.29 | SUGAR  ,"[[""P5 26.07.29"", 437, 70, 195], [""Okcal·m"", 436, 51, 44], ["" "", 544, 68, 276], [""SUGAR"", 600, 111, 0]]"
000096,2026,05,26,2026-05-26,s1,Pad | 2026.05.26,"[[""Pad"", 42, 39, 21], [""2026.05.26"", 456, 49, 236]]"
000097,2025,11,19,2025-11-19,s1,"중국산OEM | 9（100%） | 제일제당 | 쁘띠첼 | 연출예 petitzel | 플라스틱 요거젤리 밀감 | 기:OTHER | Mandarin | 쁘띠첼 요거젤리 밀감 | 210 g(221 kcal) | 밀감 15% 2025.11.19 | 나타드코코 15% | 210 | 열량나트륨탄수화물 트랜스지방 포화지방 콜레스테롤 | 2214% 11% 35%17% 0 g 47 % | kcal75mg35g35g9g | 0c | ·식품유형·디류·포장재질(내면:용기/m | EV·소비자분쟁해결기준에 의거,교","[[""중국산OEM"", 186, 69, 74], [""9（100%）"", 213, 70, 105], [""제일제당"", 382, 35, 101], [""쁘띠첼"", 483, 65, 294], [""연출예"", 500, 31, 4], [""petitzel"", 544, 87, 216], [""플라스틱"", 558, 24, 3], [""기:OTHER"", 590, 24, 0], [""요거젤리 밀감"", 603, 53, 269], [""쁘띠첼 요거젤리 밀감"", 636, 46, 0], [""Mandarin"", 643, 50, 294], [""210 g(221 kcal)"", 658, 41, 0], [""밀감 15%"", 675, 34, 0], [""나타드코코 15%"", 698, 36, 0], [""2025.11.19"", 714, 49, 173], [""210"", 721, 40, 5], [""열량나트륨탄수화물"", 749, 44, 18], [""2214%"", 765, 32, 21], [""kcal75mg35g35g9g"", 792, 55, 16], [""11%"", 776, 30, 116], [""35%17%"", 784, 34, 165], [""트랜스지방 포화지방 콜레스테롤"", 778, 39, 263], [""0c"", 818, 64, 15], [""0 g"", 803, 28, 278], [""47 %"", 799, 26, 338], [""·식품유형·디류·포장재질(내면:용기/m"", 838, 53, 62], [""EV·소비자분쟁해결기준에 의거,교"", 849, 47, 37]]"
000098,2026,03,11,2026-03-11,s1,Petitzel 요거젤리 블루베리 | 2026.01.10 | 의하세요·부정-불량식 | ·소비기한·제품 단  | 제일제당 | 쁘띠첼 | Pr petitzel | A | 요거젤리 화이트코코 | Whitecoeo | 쁘떠칠 요거질리 화이트코코 | 210 g(216keal) | O 2026.03.11 | 8210 | Cra 70mg36g36g8g 4%11%36%15% 0g 40% 0% 0%,"[[""Petitzel"", 130, 167, 0], [""요거젤리 블루베리"", 140, 126, 20], [""2026.01.10"", 192, 107, 77], [""의하세요·부정-불량식"", 354, 48, 235], [""제일제당"", 389, 24, 168], [""·소비기한·제품 단 "", 373, 56, 237], [""Pr"", 452, 47, 0], [""쁘띠첼"", 454, 44, 289], [""A"", 486, 22, 0], [""petitzel"", 502, 68, 233], [""요거젤리 화이트코코"", 550, 47, 246], [""쁘떠칠 요거질리 화이트코코"", 592, 48, 77], [""Whitecoeo"", 582, 40, 291], [""210 g(216keal)"", 609, 39, 77], [""O"", 626, 30, 76], [""8210"", 652, 36, 72], [""2026.03.11"", 656, 49, 279], [""4%11%36%15%"", 708, 53, 110], [""Cra 70mg36g36g8g"", 724, 57, 78], [""0g"", 734, 27, 269], [""40%"", 734, 32, 325], [""0%"", 740, 32, 375], [""0%"", 749, 26, 430]]"
000099,2026,03,07,2026-03-07,s1,시설에 | 제일제당 | 쁘띠첼 | 연출에 petitzel | 과일젤리 밀감 | 용기:OTHER | 필름:OTHER Mandarin | 쁘띠첼 젤리밀감 | 210g(140kcal) | 밀감20% | 0.97500 2026.03.07 | 210gg | 열량나트륨탄수화물 당류 지방 트랜스지방 포화지방콜레스테롤 단백질 | 140 12% 11 % 32% 0 g 0% 0% 0% | Kcal 40mg 35 g 09 0 mg,"[[""시설에"", 234, 33, 559], [""제일제당"", 269, 38, 139], [""쁘띠첼"", 375, 70, 311], [""연출에"", 379, 36, 37], [""petitzel"", 441, 104, 231], [""용기:OTHER"", 472, 30, 12], [""필름:OTHER"", 486, 29, 12], [""과일젤리 밀감"", 504, 71, 278], [""쁘띠첼 젤리밀감"", 522, 54, 13], [""210g(140kcal)"", 548, 49, 11], [""Mandarin"", 548, 63, 303], [""밀감20%"", 566, 35, 9], [""0.97500"", 607, 67, 5], [""210gg"", 620, 51, 7], [""2026.03.07"", 648, 71, 282], [""열량나트륨탄수화물"", 658, 63, 16], [""140"", 670, 23, 24], [""12%"", 676, 37, 38], [""당류"", 675, 30, 173], [""Kcal"", 689, 20, 22], [""11 %"", 690, 34, 114], [""지방 트랜스지방 포화지방콜레스테롤"", 707, 74, 225], [""40mg"", 700, 36, 51], [""32%"", 700, 33, 166], [""35 g"", 711, 30, 111], [""09"", 733, 29, 219], [""0 g"", 736, 31, 281], [""0%"", 737, 34, 346], [""단백질"", 736, 35, 477], [""0%"", 750, 32, 413], [""0%"", 762, 39, 477], [""0 mg"", 772, 33, 404]]"
000100,2026,02,11,2026-02-11,s1,"Iool | Peonuts | 日早人100%） | A508 Best before | 소비기한 2026.02.11 까지(A) | 쇠판대원 및 구매처 | 땅콩 07:53:58 | 함유 | 10,시니 | 1300-1908 슈퍼너츠 | 352-026 유리 | 460g 확인하세요! 다양한 혜 | 6%","[[""Iool"", 403, 43, 198], [""Peonuts"", 438, 60, 189], [""日早人100%）"", 586, 81, 59], [""A508"", 613, 56, 92], [""Best before"", 627, 36, 237], [""소비기한"", 646, 35, 238], [""쇠판대원 및 구매처"", 675, 72, 90], [""2026.02.11 까지(A)"", 680, 78, 214], [""땅콩"", 716, 41, 151], [""함유"", 735, 36, 156], [""07:53:58"", 734, 49, 261], [""10,시니"", 756, 63, 112], [""1300-1908"", 780, 59, 128], [""352-026"", 809, 44, 153], [""유리"", 808, 23, 234], [""슈퍼너츠"", 810, 35, 405], [""460g"", 847, 41, 299], [""다양한 혜"", 842, 32, 404], [""확인하세요!"", 858, 28, 405], [""6%"", 878, 31, 179]]"
000101,2026,04,08,2026-04-08,s1,래L농 R욱 | 2026.04.08까지 K1B1 22:41  12961 | 동심 | 육개장 한국인의 맛 | 발면 | 면 | 스밑면,"[[""래L농"", 52, 108, 127], [""R욱"", 71, 42, 517], [""2026.04.08까지"", 505, 26, 49], [""K1B1 22:41 "", 502, 32, 321], [""12961"", 500, 31, 513], [""동심"", 536, 32, 410], [""육개장"", 604, 145, 281], [""한국인의 맛"", 582, 47, 467], [""발면"", 670, 65, 419], [""면"", 724, 109, 42], [""스밑면"", 804, 28, 657]]"
000102,2025,11,13,2025-11-13,s1,[unlabel] | [unlabel | 소반 2025.11.13까지 | 05:46,"[[""[unlabel]"", 192, 25, 381], [""[unlabel"", 231, 50, 180], [""소반"", 465, 54, 190], [""2025.11.13까지"", 452, 41, 259], [""05:46"", 487, 38, 365]]"
000103,2025,12,18,2025-12-18,rot90,치 | ER BRE SEBUT EXP:2025/12/18 | 구문 맛잇케,"[[""EXP:2025/12/18"", 358, 321, 468], [""치"", 266, 37, 80], [""SEBUT"", 326, 65, 59], [""ER BRE"", 416, 74, 57], [""맛잇케"", 682, 78, 283], [""구문"", 704, 17, 255]]"
000104,2026,04,01,2026-04-01,s1,S WEE.T | 2026.04.01 | Brand | MILK STICKS | 우유스 | 16,"[[""S WEE.T"", 518, 39, 171], [""2026.04.01"", 618, 31, 259], [""Brand"", 658, 31, 7], [""MILK STICKS"", 748, 44, 1], [""우유스"", 789, 59, 20], [""16"", 910, 30, 510]]"
000105,2025,11,09,2025-11-09,s1,2025.11.09까지 | 김:F1단무지:F2 | MEALSY | 리미엄 김밥세트 | 줄 (5인분) 440g | 냉장보관,"[[""2025.11.09까지"", 190, 38, 235], [""김:F1단무지:F2"", 218, 41, 235], [""MEALSY"", 422, 319, 0], [""리미엄 김밥세트"", 582, 143, 0], [""줄"", 680, 45, 2], [""440g"", 690, 75, 65], [""(5인분)"", 706, 29, 0], [""냉장보관"", 722, 23, 221]]"
000106,NONE,NONE,NONE,NONE,fail,"No Brand No Brand | 브랜드가이다스비자다 브랜드가이라 스비자다. | 2.580 신이 스마트 컨슈머가 되는 길 간이 스마트 컨슈머가 되는 길 UnE NO Brand | 이미지사 Plain 450g Dlain 스마트컨슈머 이마트 embne 브랜드가 0Ir! aas'z 스비자다 | ca) 전이 스마트 컨슈머가 되는 길 | pueia ON ODLIO -.R욱 YOGURT (OGURT jeo 2 lalo Dlain YOGURT ain 신이스마트컨슈머가되는길 브랜드기 NO Brand | 연 Bugas mgar | mbne #이마트 이마트 요거 #요거 #요거"" nuga 폼상 es llo | 스마트컨슈머 스마트컨슈머 18:2013:5 10:2013:5 동후바 항무첨가 문첨가 | 450gl 450gl 767740 707.740 | 이미지시 이미지사 YOGUAT | 2.580 2.580 UIp | pueid oN nga | #요거 | #이마트 | 스마트컨슈머 항무첨가 | J 후박 | 450g 0.7 40 | 이미지 사 | 2.580 | m.4","[[""No Brand"", 46, 59, 190], [""브랜드가이다스비자다"", 74, 51, 196], [""신이 스마트 컨슈머가 되는 길"", 104, 45, 213], [""Dlain"", 191, 68, 234], [""YOGURT"", 312, 260, 26], [""Bugas"", 426, 143, 415], [""#요거"", 502, 25, 482], [""문첨가"", 538, 38, 484], [""#이마트"", 560, 31, 177], [""10:2013:5"", 568, 68, 273], [""스마트컨슈머"", 582, 34, 160], [""707.740"", 606, 62, 497], [""450gl"", 636, 28, 129], [""이미지시"", 658, 40, 168], [""2.580"", 778, 27, 72], [""YOGURT"", 333, 643, 499], [""2.580"", 132, 106, 168], [""450g"", 164, 74, 308], [""이미지사"", 218, 106, 285], [""스마트컨슈머"", 201, 76, 362], [""이마트"", 204, 52, 385], [""브랜드기"", 228, 58, 863], [""NO Brand"", 284, 186, 880], [""신이스마트컨슈머가되는길"", 300, 173, 834], [""ca)"", 249, 38, 327], [""ain"", 342, 117, 735], [""nuga"", 521, 171, 487], [""요거"", 505, 36, 447], [""embne"", 190, 191, 375], [""pueia ON"", 433, 180, 18], [""es"", 474, 27, 617], [""폼상"", 517, 78, 568], [""llo"", 514, 81, 640], [""UnE"", 78, 22, 465], [""aas'z"", 180, 29, 528], [""2 lalo"", 300, 39, 451], [""jeo"", 336, 19, 457], [""ODLIO"", 355, 57, 101], [""-.R욱"", 380, 67, 151], [""연"", 459, 27, 191], [""mbne"", 534, 116, 84], [""UIp"", 767, 74, 303], [""pueid oN"", 914, 59, 341], [""No Brand"", 46, 58, 190], [""브랜드가이라 스비자다."", 74, 51, 196], [""간이 스마트 컨슈머가 되는 길"", 104, 44, 219], [""Plain"", 192, 67, 225], [""(OGURT"", 304, 228, 68], [""mgar"", 424, 127, 419], [""#요거\"""", 502, 25, 484], [""동후바"", 570, 63, 475], [""항무첨가"", 539, 42, 483], [""이마트"", 560, 31, 180], [""18:2013:5"", 569, 65, 272], [""스마트컨슈머"", 582, 32, 163], [""767740"", 606, 65, 494], [""450gl"", 636, 24, 130], [""이미지사"", 658, 41, 167], [""2.580"", 780, 27, 69], [""NO Brand"", 92, 116, 383], [""스비자다"", 130, 37, 630], [""브랜드가 0Ir!"", 156, 71, 398], [""전이 스마트 컨슈머가 되는 길"", 209, 78, 434], [""Dlain"", 383, 136, 439], [""YOGUAT"", 614, 562, 24], [""nga"", 854, 181, 868], [""#요거"", 1001, 50, 964], [""항무첨가"", 1076, 60, 974], [""#이마트"", 1122, 48, 358], [""후박"", 1151, 78, 974], [""스마트컨슈머"", 1165, 62, 318], [""J"", 1178, 11, 957], [""40"", 1196, 85, 1135], [""0.7"", 1219, 96, 1043], [""450g"", 1272, 53, 259], [""이미지 사"", 1320, 70, 336], [""2.580"", 1555, 46, 146], [""m.4"", 1754, 80, 850]]"
000107,2025,12,25,2025-12-25,s1,NoBrE | 브드M | 당신아스마트한 | 소비기한 | 2025.12.25 | 09:29A | 200ml | 1.380,"[[""NoBrE"", 263, 46, 260], [""브드M"", 290, 38, 257], [""당신아스마트한"", 317, 32, 258], [""소비기한"", 432, 43, 180], [""2025.12.25"", 497, 68, 234], [""09:29A"", 524, 56, 254], [""200ml"", 795, 46, 327], [""1.380"", 834, 89, 279]]"
000108,2025,10,24,2025-10-24,s1,No Brane | 출산글두부 | 상콩 국산콩을사용하여만들어 | 0% 더욱 고소하고 담백한 두부입니다 | 소비기한: | 个站号5g2%营号0g0% | 25-10-24까지14 | 백질5g9% | Joo kcal 기준이으로 개인의 요 량에 따라 | 하거나 빨리 드시기 바랍니다 | 시 소비자 분쟁해결 기준에 의게 | -반품 및 교환장소:구입치 및 | 01011399 142044 | 대 위원회 고시 소비사 문생해르기순에는기 | 수 있습니다.반품 및 교환장소:구입처 및 | 11399 809387 742044,"[[""No Brane"", 63, 25, 214], [""출산글두부"", 148, 119, 0], [""상콩"", 207, 22, 5], [""국산콩을사용하여만들어"", 215, 37, 125], [""0%"", 224, 28, 0], [""더욱 고소하고 담백한 두부입니다"", 235, 42, 88], [""个站号5g2%营号0g0%"", 326, 48, 0], [""소비기한:"", 318, 31, 258], [""백질5g9%"", 366, 30, 3], [""25-10-24까지14"", 370, 51, 285], [""Joo kcal 기준이으로 개인의 요 량에 따라"", 389, 36, 0], [""하거나 빨리 드시기 바랍니다"", 423, 38, 2], [""시 소비자 분쟁해결 기준에 의게"", 450, 48, 3], [""-반품 및 교환장소:구입치 및"", 476, 47, 8], [""01011399"", 494, 29, 3], [""142044"", 526, 29, 445], [""대 위원회 고시 소비사 문생해르기순에는기"", 637, 52, 1], [""수 있습니다.반품 및 교환장소:구입처 및"", 657, 56, 4], [""11399"", 673, 45, 3], [""809387"", 697, 26, 334], [""742044"", 706, 27, 427]]"
000109,2025,12,12,2025-12-12,s1,"5g30% | 2000d | E%OEO공/EE | .!0- | 제a하고있습요 | 소비b | 2025:12,12W1 | 04:43 D3","[[""5g30%"", 50, 30, 609], [""2000d"", 92, 25, 600], [""E%OEO공/EE"", 177, 96, 16], ["".!0-"", 285, 48, 300], [""제a하고있습요"", 402, 35, 226], [""소비b"", 448, 48, 206], [""2025:12,12W1"", 500, 49, 263], [""04:43 D3"", 524, 35, 267]]"
