image_id,year,month,day,final_date,stage,texts,raw
000433,2026,03,05,2026-03-05,s1,유기농 가루녹차 | 50 g 식품유형 고형차 | 100%（) | 포장재질 대포장:폴리프로필렌 | 보관방법 실온보관 | 제조원 (주)티젠 |  80-23 | 기한 | W2026.03.05 | 나·부정·불량식품신고 | 보관상주사항: | 보 | R.2및문의 | M1580247室 | eazenmall.com,"[[""유기농 가루녹차"", 346, 30, 284], [""50 g"", 376, 22, 289], [""식품유형"", 372, 29, 352], [""고형차"", 372, 25, 394], [""100%（)"", 400, 29, 286], [""포장재질"", 427, 30, 254], [""대포장:폴리프로필렌"", 426, 32, 287], [""보관방법"", 452, 33, 252], [""실온보관"", 452, 32, 289], [""제조원"", 474, 23, 254], [""(주)티젠"", 477, 24, 292], ["" 80-23"", 502, 33, 289], [""기한"", 547, 33, 250], [""W2026.03.05"", 578, 49, 294], [""나·부정·불량식품신고"", 661, 46, 260], [""보관상주사항:"", 684, 48, 261], [""보"", 702, 44, 260], [""R.2및문의"", 722, 41, 261], [""eazenmall.com"", 808, 36, 292], [""M1580247室"", 794, 25, 333]]"
000434,2026,10,28,2026-10-28,s1,"19830464030 | 포장재질 뚜껑(내면)폴리염화비닐 | 원료명 기타과당,정제수,설당,올리고당,대추국산)대추농축에대추 | (국산아카시아꿀국산)셀물로스검카라기난합성향대추진단검 | 첫산칼슘,구연산 | ·유대두토마토복숭아혼입가능·소비자기본법에따라피해보상 | ·개봉후냉장보관(가급적빠른시일내섭취·유리병파손주의 | 预国号：080-338882午71） | ：080-024-231（早） | ·소비기한: | 2026.10.28 | 06:21","[[""19830464030"", 443, 30, 242], [""포장재질 뚜껑(내면)폴리염화비닐"", 468, 22, 242], [""원료명 기타과당,정제수,설당,올리고당,대추국산)대추농축에대추"", 491, 32, 241], [""(국산아카시아꿀국산)셀물로스검카라기난합성향대추진단검"", 512, 27, 241], [""첫산칼슘,구연산"", 534, 31, 238], [""·유대두토마토복숭아혼입가능·소비자기본법에따라피해보상"", 561, 34, 241], [""·개봉후냉장보관(가급적빠른시일내섭취·유리병파손주의"", 604, 39, 240], [""预国号：080-338882午71）"", 626, 36, 240], [""：080-024-231（早）"", 648, 42, 255], [""·소비기한:"", 709, 29, 239], [""2026.10.28"", 735, 32, 321], [""06:21"", 762, 25, 357]]"
000435,2026,07,14,2026-07-14,s1,"3지민 | 제품명 식품의 유형 | 품목제조번호 | pet/뚜껑:pp.,종이 | 8101-811 | 1회 1티벽을 찬물 또는 더운물에 우려서 섭취 | 2026/07/14","[[""3지민"", 131, 98, 197], [""제품명"", 338, 23, 237], [""식품의 유형"", 338, 20, 376], [""품목제조번호"", 361, 20, 231], [""pet/뚜껑:pp.,종이"", 451, 20, 303], [""8101-811"", 542, 21, 302], [""1회 1티벽을 찬물 또는 더운물에 우려서 섭취"", 622, 24, 303], [""2026/07/14"", 756, 37, 274]]"
000436,2026,02,12,2026-02-12,s1,서울우유 서울우 | 2026.02.12 뚜껑회전 시 내부 | 16:51 | 은박이 개봉됩니다.,"[[""서울우"", 16, 36, 228], [""서울우유"", 32, 66, 66], [""2026.02.12"", 439, 48, 247], [""16:51"", 464, 27, 253], [""뚜껑회전 시 내부"", 460, 33, 429], [""은박이 개봉됩니다."", 485, 34, 423]]"
000437,2025,11,19,2025-11-19,clahe,뉴케어 | LLT103070500E | 25 11. 19까지 | 17 32 | oamz- 은들어 드세요,"[[""뉴케어"", 390, 50, 217], [""LLT103070500E"", 425, 25, 294], [""25"", 442, 23, 285], [""11."", 442, 17, 332], [""19까지"", 442, 19, 378], [""17"", 456, 18, 330], [""32"", 455, 16, 360], [""은들어 드세요"", 560, 109, 424], [""oamz-"", 562, 90, 218]]"
000438,NONE,NONE,NONE,NONE,fail,24개 | aPco unb | 24 1름지 1통제 1특제 | nbel | 1등 지 | 21 226821908:56 388 2412288138852EH9 388 241228813885 2EH9 1988:56 226813885EH | 368 | TAYL | 26268219186:56 | 813882412268138852EH9,"[[""1특제"", 250, 59, 626], [""226821908:56"", 502, 29, 259], [""388 2412288138852EH9"", 513, 30, 267], [""1통제"", 248, 58, 625], [""388 241228813885 2EH9"", 512, 31, 272], [""24"", 219, 77, 0], [""TAYL"", 709, 62, 0], [""aPco"", 126, 76, 33], [""unb"", 154, 61, 212], [""1름지"", 250, 59, 624], [""21"", 504, 7, 309], [""1988:56"", 500, 26, 322], [""368"", 518, 11, 279], [""226813885EH"", 512, 24, 338], [""24개"", 33, 64, 966], [""nbel"", 351, 66, 695], [""1등 지"", 498, 103, 1256], [""26268219186:56"", 1003, 48, 518], [""813882412268138852EH9"", 1027, 52, 518]]"
000439,2026,03,18,2026-03-18,s1,소비기한 까지 베지밀 | 2026. 03. 18 41 - 05:23 검은 콩 두유고갈습,"[[""소비기한"", 425, 30, 203], [""까지"", 427, 26, 319], [""베지밀"", 439, 34, 446], [""41 - 05:23"", 450, 35, 220], [""검은"", 478, 43, 393], [""콩"", 475, 52, 437], [""2026. 03. 18"", 477, 36, 220], [""두유고갈습"", 486, 44, 476]]"
000440,NONE,NONE,NONE,NONE,fail,"0079- | ()h | “%∠26< | 90 |   천동 | 포이 | 밀 용 | 동백 SN :8: '논명 | 는기형아출생위원을높입니다. 손상이나 치매를 011399 늘한 곳에 보관 페닐알라닌 함유), ,입국,효모 927 de 므 O: | 나프 | 듣동:8:마파지 25:88:13 | 0m  주  근탁주  식유형 실근탁주 m6% 분6% 포 포이 천동 천동 | ：（47.927% （47.927% 当（7.927% 가(국산,주산)입,모 기(국산,주산), 입국,모 가루(국산,주산), 입국,모 | 스(김미로,페널알라닌 함유), 스(미,페널알라년 함음), | 니(감이료) 니(감미료) 니트(감미로) 밀함유 밀함유 밀함유 | 시일까지 연표시일까지 가시일까지 9 | 6400  서한 곳에 보관 고 서한 곳에 보관. 고 서늘 곳에 보관. 우기 | #01399 01399 | ,기역력 손상이나 치를 ,기억력 손상이나 치매 | 는아 을입니다 | 25:88：13 | 리 식품유형 상근탁주 | 200ml ，（）7.927% 예탄올함량알콜분 6% 이 | 가루(미국산,호주산), 입국,효모 | 나스파탐(감미,페닐알라닌함유) | 카린나트륨(감미료) 밀함유 | 용가상단표시일까지 | 0532-6400 300150833 중산을 미하고 서늘한 곳에 보관. 우기 | 1  이 |   다 | 이동백은","[[""25:88:13"", 524, 30, 315], ["" 근탁주"", 720, 41, 245], [""m6%"", 737, 38, 252], [""포이"", 746, 59, 395], [""천동"", 744, 63, 422], [""当（7.927%"", 755, 44, 248], [""기(국산,주산), 입국,모"", 773, 50, 248], [""니(감미료)"", 804, 42, 249], [""시일까지"", 821, 42, 250], [""밀함유"", 812, 23, 347], [""우기"", 864, 128, 422], ["" 서한 곳에 보관"", 843, 39, 273], ["" 주"", 719, 44, 243], [""：（47.927%"", 754, 45, 246], [""가(국산,주산)입,모"", 771, 48, 247], [""스(김미로,페널알라닌 함유),"", 788, 47, 249], [""니(감이료)"", 803, 40, 249], [""연표시일까지"", 821, 34, 257], [""밀함유"", 812, 22, 348], [""고 서한 곳에 보관."", 843, 32, 277], [""#01399"", 888, 44, 273], ["",기억력 손상이나 치매"", 904, 42, 277], [""동백"", 300, 45, 0], [""는기형아출생위원을높입니다."", 342, 109, 18], [""011399"", 350, 91, 53], [""늘한 곳에 보관"", 338, 56, 102], [""페닐알라닌 함유),"", 344, 76, 155], [""손상이나 치매를"", 359, 67, 39], [""SN"", 324, 15, 426], ["",입국,효모"", 361, 56, 171], [""927"", 346, 25, 195], [""O:"", 370, 46, 423], [""de"", 364, 18, 192], [""므"", 380, 11, 195], [""나프"", 412, 29, 204], ["":8:"", 339, 140, 507], [""천동"", 282, 31, 713], [""포이"", 310, 33, 718], [""밀"", 340, 14, 750], [""용"", 355, 30, 788], [""'논명"", 369, 28, 769], [""0079-"", 107, 18, 413], [""()h"", 154, 35, 390], [""“%∠26<"", 206, 46, 326], [""90"", 224, 39, 340], ["" "", 240, 43, 349], [""듣동:8:마파지"", 524, 28, 314], ["" 식유형 실근탁주"", 721, 34, 257], [""0m"", 731, 14, 262], [""포"", 734, 27, 399], [""천동"", 746, 61, 425], [""（47.927%"", 754, 43, 249], [""분6%"", 739, 28, 285], [""가루(국산,주산), 입국,모"", 772, 45, 250], [""스(미,페널알라년 함음),"", 790, 49, 251], [""니트(감미로)"", 805, 36, 253], [""가시일까지"", 822, 39, 258], [""밀함유"", 814, 21, 347], [""고 서늘 곳에 보관."", 844, 35, 277], [""9"", 854, 52, 442], [""6400"", 854, 10, 287], [""01399"", 890, 43, 276], ["",기역력 손상이나 치를"", 906, 41, 278], [""는아 을입니다"", 922, 40, 279], [""25:88：13"", 1048, 59, 631], [""리 식품유형 상근탁주"", 1438, 81, 494], [""200ml"", 1460, 43, 508], [""예탄올함량알콜분 6%"", 1477, 48, 580], [""，（）7.927%"", 1508, 85, 496], [""가루(미국산,호주산), 입국,효모"", 1544, 89, 502], [""이"", 1522, 55, 795], [""나스파탐(감미,페닐알라닌함유)"", 1579, 88, 502], [""카린나트륨(감미료)"", 1606, 76, 504], [""용가상단표시일까지"", 1638, 85, 498], [""밀함유"", 1624, 39, 703], [""우기"", 1725, 252, 861], [""중산을 미하고 서늘한 곳에 보관."", 1682, 78, 529], [""0532-6400"", 1701, 52, 533], [""300150833"", 1728, 56, 528], ["" 이"", 1802, 125, 495], [""1"", 1754, 7, 514], [""  다"", 1832, 143, 487], [""이동백은"", 1894, 60, 537]]"
000441,2025,12,NONE,2025-12-NONE,s1,6개 | 8.25%（卫 85mL×67H(510mL/510kcal) 굴&배 Freezer Pop 아이스주스 얼려먹는 상하로 | 75%（60%） | 2025.12:53,"[[""6개"", 287, 42, 167], [""8.25%（卫"", 387, 154, 158], [""85mL×67H(510mL/510kcal)"", 442, 263, 177], [""아이스주스"", 520, 252, 303], [""상하로"", 494, 179, 476], [""얼려먹는"", 518, 169, 366], [""Freezer Pop"", 518, 103, 278], [""굴&배"", 520, 66, 208], [""75%（60%）"", 608, 219, 159], [""2025.12:53"", 743, 52, 250]]"
000442,2025,11,30,2025-11-30,s1,및소재지(주동원F&B 수원공장 /경기도 | 21021-15 | •소비기한용기하단 표기일까지포장재질 | 00413 | 후냉장보관하시고 빠른 시일 내에 드세 | 요·이 제품은 소비자 분쟁해결 기준에 | 의거 교환 또는 보상을 받을 수 있습니 | 다·원료에의한 우유둘이나침전이 | 2025.11.30 | 01:26:303A,"[[""및소재지(주동원F&B 수원공장 /경기도"", 482, 44, 223], [""21021-15"", 507, 38, 219], [""•소비기한용기하단 표기일까지포장재질"", 530, 35, 213], [""00413"", 576, 30, 234], [""후냉장보관하시고 빠른 시일 내에 드세"", 597, 30, 233], [""요·이 제품은 소비자 분쟁해결 기준에"", 620, 33, 236], [""의거 교환 또는 보상을 받을 수 있습니"", 642, 41, 234], [""다·원료에의한 우유둘이나침전이"", 663, 40, 233], [""2025.11.30"", 828, 39, 339], [""01:26:303A"", 851, 46, 335]]"
000443,2026,04,06,2026-04-06,s1,"요이요이 핑크폼 아기상어 | 유기농 쌀과자 초록 | 손개각으로과자를집는 소비기한 | 아이를위한유기농쌀과자 | 2026.04.0616:09A 으미요며 유가능? | 믿을 수 있는 유기농 재료 4,2 | 유기농 쌀로 만들어원재료 안심 | 소근육 운동을 고려한 모양설계 | 손가락으로 집어 스스로 먹을수 있는크기 | 성장에 필요한 영양이 쏙! | 과일의 건강한 단맛을 더해 | 더욱 맛있게! | 요미요미 안심정보공개시스템 | 원재료부터 생산까지 투명한 생산과정공개 | 제품명 요미요미 유기농 쌀과자 초록 식품의 유형 과자 영양정보 L8259 | 사질 (내면) 폴리프로필렌 20060515035126 | 량(유기능량 98%) 유기능(국), 유기농백포도농 보관방법 실온보관 총 내용량당 기준치에대 | (터키산),유기농브로콜리분말(국산) 로릴라 원말, 탄산칼슘 나트륨10mg | 空号229 | 11-9 당59 | 및고장소만매원및구입처 51 지방09 트랜스지방0g | 포화지방09 | 클레스테롤Omg | 2合105mg | 비타민C 15 mg | 으로개인의 필요 | 매일유업(주)","[[""요이요이"", 238, 55, 161], [""핑크폼 아기상어"", 225, 34, 317], [""유기농 쌀과자 초록"", 252, 26, 318], [""소비기한"", 311, 24, 357], [""손개각으로과자를집는"", 317, 37, 97], [""아이를위한유기농쌀과자"", 334, 43, 81], [""2026.04.0616:09A"", 348, 30, 375], [""으미요며 유가능?"", 348, 24, 633], [""4,2"", 395, 34, 669], [""믿을 수 있는 유기농 재료"", 398, 24, 418], [""유기농 쌀로 만들어원재료 안심"", 414, 22, 418], [""소근육 운동을 고려한 모양설계"", 435, 24, 419], [""손가락으로 집어 스스로 먹을수 있는크기"", 452, 23, 420], [""성장에 필요한 영양이 쏙!"", 473, 26, 421], [""과일의 건강한 단맛을 더해"", 512, 28, 421], [""더욱 맛있게!"", 530, 20, 425], [""요미요미 안심정보공개시스템"", 548, 33, 422], [""원재료부터 생산까지 투명한 생산과정공개"", 565, 29, 423], [""제품명 요미요미 유기농 쌀과자 초록 식품의 유형 과자"", 602, 30, 84], [""영양정보"", 608, 42, 381], [""L8259"", 590, 31, 523], [""사질 (내면) 폴리프로필렌"", 634, 27, 87], [""20060515035126"", 622, 25, 216], [""량(유기능량 98%) 유기능(국), 유기농백포도농"", 654, 39, 85], [""보관방법 실온보관"", 639, 22, 217], [""총 내용량당"", 642, 25, 384], [""기준치에대"", 637, 29, 514], [""(터키산),유기농브로콜리분말(국산) 로릴라 원말, 탄산칼슘"", 669, 42, 84], [""나트륨10mg"", 664, 22, 384], [""空号229"", 678, 20, 386], [""11-9"", 699, 38, 84], [""당59"", 694, 21, 393], [""51"", 718, 48, 85], [""지방09"", 710, 20, 387], [""및고장소만매원및구입처"", 731, 37, 87], [""트랜스지방0g"", 721, 24, 394], [""포화지방09"", 737, 22, 395], [""클레스테롤Omg"", 752, 25, 387], [""2合105mg"", 783, 27, 385], [""비타민C 15 mg"", 796, 25, 386], [""으로개인의 필요"", 822, 29, 411], [""매일유업(주)"", 845, 41, 385]]"
000444,2026,07,01,2026-07-01,s1,요아요이 유기농 쌀떡빵 | 시금치와 브로콜리 | 믿을 수 있는 유기농 재료 | 异100%别豆！ | 처음과자율 접하는 아이를 위란 구강구조와 식감을 고려한 설계 | 유기농쌀떡삐 입 안에서 녹는 간식 기름에 튀기지 않고 열과 압력으로 만들어 | 용미요미 안심정보 | 공개시스템 | 원재료부터 생산까지 투명한 | 생산과정 공개 | 유기농 요미요미 유기농주스로 | 충분한수분과영양을 | 시금치 | 소비기한 | 유기농 | 브로콜리 2026.07.01 | 영양정보 | 1일영영성분 목보고번호 포장재질(내면) 2006037812332 반품 및 교환장소 판매원및구입처 | Y0mg 보관방법 | 29 원재료명 | 영0g 시금지분말(국산) | 0g | 0,"[[""유기농"", 196, 38, 363], [""쌀떡빵"", 185, 24, 421], [""요아요이"", 213, 60, 234], [""시금치와 브로콜리"", 222, 31, 382], [""믿을 수 있는 유기농 재료"", 269, 40, 429], [""异100%别豆！"", 288, 41, 430], [""처음과자율"", 308, 28, 262], [""구강구조와 식감을 고려한 설계"", 314, 40, 430], [""접하는 아이를 위란"", 326, 31, 248], [""기름에 튀기지 않고 열과 압력으로 만들어"", 334, 37, 430], [""유기농쌀떡삐"", 347, 46, 240], [""입 안에서 녹는 간식"", 349, 28, 433], [""용미요미 안심정보"", 376, 29, 436], [""공개시스템"", 398, 37, 433], [""원재료부터 생산까지 투명한"", 421, 20, 437], [""생산과정 공개"", 436, 20, 439], [""유기농"", 490, 21, 331], [""요미요미 유기농주스로"", 481, 26, 413], [""충분한수분과영양을"", 496, 23, 424], [""시금치"", 526, 21, 245], [""소비기한"", 549, 27, 391], [""유기농"", 596, 22, 237], [""브로콜리"", 612, 24, 233], [""2026.07.01"", 609, 32, 469], [""영양정보"", 668, 37, 159], [""포장재질(내면)"", 700, 41, 302], [""목보고번호"", 684, 29, 307], [""1일영영성분"", 702, 31, 251], [""2006037812332"", 683, 48, 367], [""반품 및 교환장소 판매원및구입처"", 691, 46, 467], [""Y0mg"", 718, 33, 180], [""보관방법"", 716, 31, 314], [""29"", 736, 32, 183], [""원재료명"", 736, 30, 314], [""영0g"", 754, 27, 189], [""시금지분말(국산)"", 749, 34, 370], [""0g"", 796, 36, 190], [""0"", 814, 34, 192]]"
000445,2026,07,17,2026-07-17,s1,가득퍼지는 | 쿠 앤크림의 달콤함! | 쿠키엔크림체 | 코와우유가 만나면 | 진한 | 몸에 좋은 5가지 곡물과 | 고 경양성분단백질은UP! | ↓담류 함량은DOWN! | 단백질 비타민D 칼슘 | 83.ng 8.33μg 283mg | 한 | 영양설계 | 29） | 8420g | 769 23% | 17% | 포장재질폴리에틸렌 | 7제품으로 습기나해충의 영 | 쉬우으로개봉에는 드시 | 건조하고보 | 2026.07. 17 / 15 :40 이제품은  | 11399 | 2025kellggCompany | 홈페이지I ww.kellogg.co.kr | 헬로그홈페이지를 클릭하시면제품에 | （（%）22.000kcal 문의처농성절로급주식회사 소비자상담실,"[[""가득퍼지는"", 65, 28, 454], [""쿠"", 84, 20, 429], [""앤크림의 달콤함!"", 86, 39, 460], [""쿠키엔크림체"", 108, 26, 321], [""코와우유가 만나면"", 122, 39, 463], [""진한"", 139, 30, 426], [""5가지 곡물과"", 174, 38, 475], [""몸에 좋은"", 178, 38, 426], [""고"", 238, 26, 163], [""경양성분단백질은UP!"", 246, 43, 455], [""↓담류"", 286, 34, 329], [""함량은DOWN!"", 270, 41, 446], [""비타민D"", 362, 23, 412], [""칼슘"", 355, 22, 533], [""단백질"", 364, 21, 208], [""8.33μg"", 378, 23, 412], [""283mg"", 375, 33, 608], [""83.ng"", 382, 24, 310], [""한"", 396, 27, 126], [""영양설계"", 417, 40, 106], [""29）"", 508, 26, 290], [""8420g"", 534, 24, 534], [""769"", 568, 20, 155], [""23%"", 570, 20, 214], [""17%"", 600, 20, 215], [""포장재질폴리에틸렌"", 655, 22, 242], [""7제품으로 습기나해충의 영"", 687, 43, 544], [""쉬우으로개봉에는 드시"", 701, 45, 545], [""2026.07. 17 / 15 :40"", 730, 27, 313], [""건조하고보"", 716, 43, 546], [""이제품은 "", 731, 44, 547], [""11399"", 800, 28, 247], [""2025kellggCompany"", 813, 31, 247], [""홈페이지I ww.kellogg.co.kr"", 831, 26, 282], [""헬로그홈페이지를 클릭하시면제품에"", 844, 27, 283], [""（（%）22.000kcal"", 866, 33, 157], [""문의처농성절로급주식회사 소비자상담실"", 872, 28, 283]]"
000446,2026,04,11,2026-04-11,s1,2026-04.11n | 나 누국가 HYDRANGEA TEA | 32g0.8gx407H2） | 수국 22% | 꽃샘 수국차,"[[""2026-04.11n"", 374, 39, 400], [""누국가"", 512, 157, 407], [""나"", 570, 64, 6], [""HYDRANGEA TEA"", 596, 37, 420], [""32g0.8gx407H2）"", 768, 28, 164], [""수국 22%"", 788, 26, 167], [""꽃샘 수국차"", 945, 30, 161]]"
000447,2025,11,22,2025-11-22,s1,늘력보리한 | BLACK BAREEY TEA | 2025. 11. 22,"[[""늘력보리한"", 46, 94, 374], [""BLACK BAREEY TEA"", 93, 50, 408], [""2025. 11. 22"", 361, 39, 277]]"
000448,2026,08,20,2026-08-20,s1,"영양정보 | 10mg1%全量17g5% | 48g89%三人0g空胎 | 를 5mg미만 1% 65#2547% | 2026.08.20 8,98","[[""영양정보"", 440, 37, 264], [""10mg1%全量17g5%"", 471, 28, 264], [""48g89%三人0g空胎"", 496, 31, 264], [""를 5mg미만 1%"", 522, 25, 262], [""65#2547%"", 520, 29, 356], [""8,98"", 572, 38, 636], [""2026.08.20"", 596, 39, 313]]"
000449,2026,01,28,2026-01-28,s1,n0 | 28.01.2026 | BB L028K06--- 13:08 | 원매원 | 영양정보,"[[""n0"", 252, 42, 7], [""28.01.2026"", 461, 30, 251], [""BB L028K06--- 13:08"", 486, 37, 246], [""원매원"", 750, 33, 141], [""영양정보"", 813, 48, 128]]"
000450,2026,03,11,2026-03-11,s1,쌀 카스테라 건강설 | OrYou | (주)오리온 | http://www.orionworld.com | 소비 2025.09.12/13:18 부터 | 기한 2026.03.11/A 까지 | 카스테라 HACCP | 도경,"[[""쌀"", 267, 82, 244], [""카스테라"", 287, 60, 295], [""건강설"", 282, 44, 548], [""OrYou"", 394, 64, 485], [""(주)오리온"", 469, 24, 389], [""http://www.orionworld.com"", 485, 26, 389], [""2025.09.12/13:18"", 527, 30, 416], [""부터"", 522, 30, 577], [""소비"", 530, 25, 359], [""기한"", 556, 28, 359], [""2026.03.11/A"", 549, 28, 417], [""까지"", 547, 28, 577], [""카스테라"", 607, 75, 6], [""HACCP"", 617, 25, 406], [""도경"", 779, 104, 214]]"
000451,2026,02,27,2026-02-27,s1,"Calbee | 어니버터칠 | 렇게 만들어져요! | (미국산), 버터 | 신선한생감자! 시아분말아카시아(국신) | 스산 우유대두, 밀,조개류굴 | 소비기한후면표기일까지 | 포장재질 폴리에틸렌(내면) | 제조원해태가루비(주)제 | 강원특별자치도 원주시문막 | 2다. 유통전문판매원해태제과식품 | 서울특별시 용산구 한강대로 72 |  201603834281 | ·직사광선 및 습기찬 곳을 피하여 | 3.신선한기름에 | 제품은 공정거래위원회 고시에 의게 | 상·반품 및교환장소 본사및 구입 | 은 토마토,계란,계새우왜 | 아,호두조개홍합포험 | 류를 사용한 제품과제조시 | 반식!하고달콤한~ 의 일부분이니 안심하고C | 영양정보 허니버터집을 즐겨보세요! 녹색 가루는 파슬리입니다. 모2 | 25.08.28 F2 19:31 | 26.02.27 外x A1 매콤달 | 수 있습니다.","[[""Calbee"", 120, 29, 6], [""어니버터칠"", 265, 44, 115], [""렇게 만들어져요!"", 291, 38, 128], [""(미국산), 버터"", 327, 24, 380], [""시아분말아카시아(국신)"", 342, 29, 379], [""신선한생감자!"", 339, 26, 244], [""스산 우유대두, 밀,조개류굴"", 357, 32, 380], [""소비기한후면표기일까지"", 372, 22, 383], [""포장재질 폴리에틸렌(내면)"", 388, 23, 383], [""제조원해태가루비(주)제"", 404, 27, 382], [""강원특별자치도 원주시문막"", 420, 31, 382], [""2다."", 439, 26, 174], [""유통전문판매원해태제과식품"", 437, 32, 383], [""서울특별시 용산구 한강대로 72"", 453, 31, 384], ["" 201603834281"", 470, 26, 385], [""·직사광선 및 습기찬 곳을 피하여"", 486, 24, 385], [""3.신선한기름에"", 498, 22, 234], [""제품은 공정거래위원회 고시에 의게"", 521, 22, 387], [""상·반품 및교환장소 본사및 구입"", 538, 32, 385], [""은 토마토,계란,계새우왜"", 570, 30, 385], [""아,호두조개홍합포험"", 586, 33, 386], [""류를 사용한 제품과제조시"", 603, 32, 388], [""모2"", 701, 143, 573], [""반식!하고달콤한~"", 662, 40, 132], [""허니버터집을 즐겨보세요!"", 686, 53, 130], [""의 일부분이니 안심하고C"", 668, 43, 387], [""녹색 가루는 파슬리입니다."", 686, 39, 389], [""영양정보"", 715, 40, 129], [""25.08.28 F2 19:31"", 744, 46, 434], [""매콤달"", 777, 72, 606], [""26.02.27 外x A1"", 762, 49, 432], [""수 있습니다."", 824, 33, 125]]"
000452,NONE,NONE,NONE,NONE,fail,6 | 망치상어(송망체) AH2C ) 메모리 게이 19E | AR' 흰동가리(아네모네 다랑어링하 돌고리(인들민) 고래담 고래밥 고래압 AY 기 (XILA)HY-HL | AY | ( (28) 기한 메모리게임 | R 꽃게(어보에 복어(요리보고 거북이(메말부기) | 돌고라(엔를민) 돌고래() 돌고래(엔를민) 꽃게(어보게 꽃게(어보세) 꽃게(0보) 복어(요리보고) 복어(요리보고) 복어(요리보고) 곳 거북이(메말부기) 거북이(에탈부기) 거북이(에탈부기) 고래법 법 용양녕1P 640 640 | 는 | AH2C 소비 기한 기한 기한 소비 4 4 까지 부터 까지 부터 고래밥 | 2) 가재(집게가재) 가재(집기가재) 가재(집게기재) 망치상어(망체) 망치상어(승임체) 망치상어(승임체) 흰동가리(아네모네) 흰동가2|(아네모네) 왼동가리(아네오네) 다라어링ㅎ 다랑어(량해) | 기성비 | 대법 봉용양녕1P 4 | 타피 돌고래(엔물핀) 꽃게(여보게) 복어(요리보고) 거북이(에탈부기) 640 | 소비 부터 | 기한 까지 | 가재(집계가재) 망치상어(송망체) 흰동가리(아네모네) 다랑어(띠링해) | 사성비,"[[""고래밥"", 320, 101, 465], [""법 용양녕1P"", 521, 46, 618], [""640"", 569, 62, 628], [""돌고래()"", 567, 23, 269], [""꽃게(어보세)"", 566, 21, 351], [""4"", 628, 49, 404], [""망치상어(승임체)"", 660, 20, 107], [""흰동가리(아네모네)"", 660, 20, 202], [""기성비"", 702, 57, 618], [""복어(요리보고)"", 564, 19, 428], [""거북이(메말부기)"", 563, 19, 504], [""소비"", 624, 17, 387], [""부터"", 621, 16, 550], [""기한"", 648, 16, 387], [""까지"", 645, 18, 547], [""가재(집기가재)"", 660, 17, 26], [""고래담"", 320, 115, 448], [""640"", 566, 58, 626], [""돌고라(엔를민)"", 566, 20, 268], [""꽃게(어보게"", 565, 20, 350], [""복어(요리보고)"", 564, 19, 427], [""거북이(에탈부기)"", 564, 19, 503], [""소비"", 622, 15, 386], [""다라어링ㅎ"", 658, 20, 297], [""기한"", 648, 17, 386], [""가재(집게가재)"", 660, 14, 26], [""망치상어(승임체)"", 660, 20, 105], [""왼동가리(아네오네)"", 659, 22, 200], [""망치상어(송망체)"", 150, 82, 293], [""흰동가리(아네모네 다랑어링하"", 286, 171, 291], [""돌고리(인들민)"", 304, 71, 385], [""꽃게(어보에 복어(요리보고 거북이(메말부기)"", 466, 235, 383], [""기한"", 399, 24, 306], [""고래법"", 550, 169, 589], [""6"", 69, 22, 550], [""AH2C"", 170, 175, 268], ["")"", 256, 237, 553], [""AY"", 324, 23, 616], [""기"", 323, 24, 640], [""곳"", 572, 13, 524], [""는"", 582, 12, 525], [""AR'"", 258, 38, 23], [""(XILA)HY-HL"", 300, 17, 626], [""AY"", 338, 15, 313], [""("", 398, 19, 139], [""(28)"", 396, 19, 225], [""R"", 438, 49, 2], [""AH2C"", 643, 102, 86], [""19E"", 161, 26, 609], [""메모리 게이"", 186, 39, 574], [""고래압"", 322, 104, 467], [""돌고래(엔를민)"", 566, 19, 271], [""꽃게(0보)"", 566, 20, 352], [""복어(요리보고)"", 563, 14, 430], [""거북이(에탈부기)"", 564, 19, 506], [""4"", 629, 46, 404], [""부터"", 622, 15, 549], [""기한"", 648, 16, 387], [""까지"", 646, 15, 548], [""2)"", 661, 10, 2], [""가재(집게기재)"", 662, 17, 27], [""망치상어(망체)"", 660, 17, 107], [""흰동가2|(아네모네)"", 661, 20, 203], [""다랑어(량해)"", 658, 17, 300], [""메모리게임"", 374, 69, 1144], [""고래밥"", 644, 213, 937], [""대법 봉용양녕1P 4"", 1042, 90, 1238], [""640"", 1136, 105, 1261], [""돌고래(엔물핀)"", 1132, 30, 545], [""꽃게(여보게)"", 1130, 38, 710], [""복어(요리보고)"", 1128, 34, 859], [""거북이(에탈부기)"", 1126, 31, 1014], [""타피"", 1138, 26, 0], [""소비"", 1245, 30, 773], [""부터"", 1241, 32, 1095], [""기한"", 1295, 36, 772], [""까지"", 1290, 35, 1091], [""가재(집계가재)"", 1320, 27, 57], [""망치상어(송망체)"", 1320, 27, 218], [""흰동가리(아네모네)"", 1320, 33, 412], [""다랑어(띠링해)"", 1316, 24, 606], [""사성비"", 1400, 91, 1249]]"
