image_id,year,month,day,final_date,stage,texts,raw
000215,2015,01,25,2015-01-25,s2,"·참전물 유래 성분이므로 안심하시고 사용하셔도 | 됩니다. ·보관 중 갈변이 발생 할 수 있으나 과실 | 농축액에서 나타나는 자연적인 현상이므로 | 안심하고 드셔도 됩니다. | ·본 제품은 소비자기본법에 | 의거 교환 또는 보상. | ·부정·불량식품 신고는 | 11399 | ccM | 이상레시 2150 HACCP 소비자중심 2개 | 가지 이상구매시 | 5E E BRRS | 11,980 | 홍 청정원 | 명사상품 | 2개구매시 10ml | 50 25-1 15 | 1기이스/점/ | 1051","[[""·참전물"", 21, 43, 115], [""유래 성분이므로 안심하시고 사용하셔도"", 36, 78, 124], [""됩니다."", 90, 44, 133], [""·보관 중 갈변이 발생 할 수 있으나 과실"", 106, 83, 134], [""농축액에서 나타나는 자연적인 현상이므로"", 139, 79, 149], [""안심하고 드셔도 됩니다."", 182, 55, 156], [""·본 제품은 소비자기본법에"", 215, 56, 154], [""의거 교환 또는 보상."", 249, 48, 165], [""·부정·불량식품 신고는"", 280, 48, 163], [""2150"", 385, 167, 0], [""11399"", 312, 33, 178], [""소비자중심"", 379, 26, 261], [""이상레시"", 409, 48, 0], [""2개"", 440, 125, 557], [""5E E BRRS"", 482, 41, 2], [""이상구매시"", 510, 65, 558], [""11,980"", 542, 69, 11], [""홍"", 607, 37, 567], [""명사상품"", 630, 45, 548], [""청정원"", 628, 50, 649], [""2개구매시"", 654, 46, 539], [""10ml"", 655, 39, 649], [""50"", 689, 84, 529], [""1기이스/점/"", 726, 49, 512], [""1051"", 770, 28, 678], [""ccM"", 364, 15, 290], [""HACCP"", 376, 17, 199], [""가지"", 491, 12, 498], [""25-1"", 710, 22, 574], [""15"", 720, 17, 617]]"
000216,2026,03,16,2026-03-16,s1,TIAS TO BE HEINZ 3 AS A KIOK TO YOUR [HOW TO USE] | IT HAS TO BE HEIN2 4.FRIED DISHES? SPECAL WITH HEINZ 2. MAKE YOUR TACO | TZNIEN 소비기한 | 2026. 03. 1 6 | 8801065002990,"[[""TIAS TO BE HEINZ"", 401, 100, 166], [""3 AS A KIOK TO YOUR"", 390, 81, 366], [""[HOW TO USE]"", 451, 130, 535], [""IT HAS TO BE HEIN2"", 486, 110, 336], [""4.FRIED DISHES?"", 486, 76, 361], [""SPECAL WITH HEINZ"", 497, 94, 494], [""2. MAKE YOUR TACO"", 498, 91, 507], [""TZNIEN"", 555, 68, 112], [""소비기한"", 555, 24, 217], [""2026. 03. 1 6"", 589, 48, 219], [""8801065002990"", 643, 42, 378]]"
000217,2027,03,08,2027-03-08,s1,"동결현상 | 1에 손가락을 끼워 앞으로 당겨 주시고 낮은 온도 보관 시 동결현상으로 용고 및 침전물이 | I오.개봉 후 식초와 같은 특 | %[외국산 브라질,파라과이 등)]·대두함유 H를 가진 제품과 함께 보관 | 약간의 이취가 발생 될 주 있으니 | 기일까지' 의하십시오 | 제일제당(주)인는공시 주의사항·식용유는 과일 면 불이 | 14049 날 수 있으니 항상 추의깊게 관차해 | 용기-PE,마개-PE 야 합니다.·가열되었거나 불이 들은 | 구입처 또는 영업소 기름에 물을 넣지 마 V?·부정 소비자중심] | 2010-17 불량식품 신고는 국번없이 19 | 콩기름 -본 제품은 소비자 분정해결 기준 | 한국식품연구원 의거,교환 또는 보상 받을 수 있습니 | 다.·사용 후 빈용기와 마개는 분리 | KS2102） 수거하여 재활용합시다. | HDPE | K4 27.03.08 14:06 마개:LDPE | 402345 까지리 라벨:OTHER","[[""동결현상"", 85, 38, 257], [""낮은 온도 보관 시 동결현상으로 용고 및 침전물이"", 111, 46, 258], [""1에 손가락을 끼워 앞으로 당겨 주시고"", 140, 65, 0], [""I오.개봉 후 식초와 같은 특"", 198, 41, 322], [""H를 가진 제품과 함께 보관"", 225, 40, 319], [""%[외국산"", 239, 46, 0], [""약간의 이취가 발생 될 주 있으니"", 252, 43, 268], [""브라질,파라과이 등)]·대두함유"", 256, 63, 0], [""의하십시오"", 282, 35, 266], [""기일까지'"", 296, 39, 0], [""주의사항·식용유는 과일 면 불이"", 304, 46, 268], [""제일제당(주)인는공시"", 317, 58, 0], [""날 수 있으니 항상 추의깊게 관차해"", 330, 46, 272], [""14049"", 345, 44, 0], [""야 합니다.·가열되었거나 불이 들은"", 355, 40, 274], [""용기-PE,마개-PE"", 372, 39, 30], [""기름에 물을 넣지 마 V?·부정"", 381, 42, 277], [""소비자중심]"", 378, 25, 584], [""구입처 또는 영업소"", 400, 37, 34], [""불량식품 신고는 국번없이 19"", 407, 46, 277], [""2010-17"", 429, 38, 35], [""-본 제품은 소비자 분정해결 기준"", 431, 40, 279], [""콩기름"", 460, 29, 37], [""의거,교환 또는 보상 받을 수 있습니"", 456, 47, 277], [""한국식품연구원"", 487, 34, 40], [""다.·사용 후 빈용기와 마개는 분리"", 480, 45, 280], [""KS2102）"", 514, 26, 1], [""수거하여 재활용합시다."", 508, 39, 282], [""HDPE"", 518, 33, 591], [""마개:LDPE"", 544, 40, 576], [""K4"", 566, 23, 102], [""27.03.08 14:06"", 575, 49, 189], [""까지리"", 576, 39, 518], [""라벨:OTHER"", 567, 44, 565], [""402345"", 604, 25, 1]]"
000218,2026,05,03,2026-05-03,s1,080 | 마요네스 오뚜기 | 량식품 | 마요네스 1984L 9.580 | 2026.05:03 | G2 까지,"[[""080"", 38, 48, 174], [""오뚜기"", 79, 52, 71], [""마요네스"", 98, 65, 54], [""량식품"", 296, 63, 261], [""마요네스"", 380, 95, 217], [""1984L"", 368, 65, 405], [""9.580"", 384, 55, 622], [""2026.05:03"", 511, 56, 250], [""G2"", 600, 21, 251], [""까지"", 600, 31, 404]]"
000219,2026,09,07,2026-09-07,s1,2026.09.07 | 김상규B,"[[""2026.09.07"", 475, 36, 277], [""김상규B"", 503, 30, 278]]"
000220,2026,02,23,2026-02-23,s1,0/1399 | 300g | 정보 号11g3% 100g545kcal 고 | 55g102% 080-019-91 | (수AT) | 10% 8953% | 05g 미만 ：30m010%蜡型294% | DAESANG | 2026.02.23 | 12:04 까지,"[[""0/1399"", 128, 53, 217], [""300g"", 154, 30, 303], [""100g545kcal"", 176, 36, 281], [""고"", 192, 43, 428], [""정보"", 194, 64, 172], [""号11g3%"", 202, 37, 269], [""080-019-91"", 214, 41, 430], [""55g102%"", 226, 35, 269], [""(수AT)"", 234, 35, 439], [""10%"", 250, 24, 192], [""8953%"", 250, 35, 269], [""05g 미만"", 269, 46, 183], [""：30m010%蜡型294%"", 282, 64, 182], [""DAESANG"", 324, 29, 449], [""2026.02.23"", 490, 31, 282], [""12:04"", 518, 32, 309], [""까지"", 524, 21, 496]]"
000221,2026,07,15,2026-07-15,s1,"홈유형 소스실균제품 | 원재료명 정제수,발사막식초[이탈리 号200204610736292 향 | 폰타 | 포장재질(내면)뚜껑(내면)-폴리에틸랜H-물레IE 행 | 2개 | 유통전문관매원성식품주식회 25-09-30 30 | 영양정보 2010g8150c 3/0/정/점 | 콜레스테를 0mg 8% 盟80% | 2026.07.15.B F2 | 고객지원 | 801005924207 | [nabel | 3.290","[[""향"", 77, 130, 643], [""홈유형 소스실균제품"", 88, 47, 225], [""号200204610736292"", 107, 58, 224], [""원재료명 정제수,발사막식초[이탈리"", 133, 56, 225], [""폰타"", 216, 30, 677], [""행"", 243, 24, 696], [""2개"", 268, 29, 684], [""포장재질(내면)뚜껑(내면)-폴리에틸랜H-물레IE"", 281, 54, 245], [""30"", 298, 37, 682], [""25-09-30"", 319, 26, 660], [""3/0/정/점"", 342, 27, 654], [""유통전문관매원성식품주식회"", 350, 66, 250], [""2010g8150c"", 360, 47, 408], [""영양정보"", 384, 36, 259], [""盟80%"", 426, 37, 445], [""콜레스테를 0mg 8%"", 445, 34, 272], [""2026.07.15.B F2"", 535, 44, 298], [""고객지원"", 592, 43, 477], [""801005924207"", 653, 28, 306], [""[nabel"", 752, 41, 22], [""3.290"", 852, 54, 335]]"
000222,2026,03,25,2026-03-25,s1,"폰타나드레싱 폰 | 270g 행사상품 1001906 | 2개구매시 | 480 30 할인 4,480 | :2026.03.25CF2 | 시간이 지나면서 색이 열어지 | 품질에는 이상이없이니 안심하시 | 고,혼들어드십시오·직사광선을 I | 하고 실온에 보관하십시오.유리병 | 에손될수있으취급시주의하 | 시기바랍니다. | 안전관리인증 | 소비자중심 HACCP | 영양정보 235","[[""폰타나드레싱 폰"", 86, 29, 308], [""270g"", 108, 29, 0], [""행사상품"", 113, 30, 326], [""1001906"", 112, 27, 429], [""2개구매시"", 140, 29, 325], [""480"", 184, 66, 0], [""30"", 173, 40, 327], [""4,480"", 177, 66, 496], [""할인"", 181, 24, 390], ["":2026.03.25CF2"", 541, 38, 261], [""시간이 지나면서 색이 열어지"", 599, 50, 257], [""품질에는 이상이없이니 안심하시"", 626, 51, 257], [""고,혼들어드십시오·직사광선을 I"", 651, 48, 257], [""하고 실온에 보관하십시오.유리병"", 676, 51, 258], [""에손될수있으취급시주의하"", 701, 52, 258], [""시기바랍니다."", 724, 48, 256], [""소비자중심"", 788, 48, 261], [""안전관리인증"", 771, 25, 369], [""HACCP"", 789, 32, 367], [""영양정보"", 944, 36, 245], [""235"", 946, 29, 338]]"
000223,2026,08,13,2026-08-13,s1,A1 | 연겨자 | 2026.08.138,"[[""A1"", 247, 129, 610], [""연겨자"", 437, 62, 251], [""2026.08.138"", 520, 45, 218]]"
000224,2026,06,15,2026-06-15,s1,"E量4570mg | 27.9. | 0% | 지방0g | 지방0g | 스테롤 | 5,00 단백질 时至人240g | 색대류 8~801003""001724 80 | 소비기한 | 2026.06.15A | nlabel","[[""E量4570mg"", 22, 44, 270], [""27.9."", 44, 23, 316], [""0%"", 98, 26, 394], [""지방0g"", 126, 32, 297], [""지방0g"", 158, 36, 283], [""스테롤"", 191, 36, 269], [""5,00"", 226, 54, 8], [""단백질"", 225, 38, 250], [""时至人240g"", 232, 44, 556], [""80"", 298, 63, 617], [""8~801003\""001724"", 385, 181, 368], [""색대류"", 321, 22, 258], [""소비기한"", 518, 29, 257], [""2026.06.15A"", 536, 34, 302], [""nlabel"", 768, 38, 278]]"
000225,2026,04,06,2026-04-06,s1,리르기유물R 청정원 | (주)태경식품 충북 제최 | 至120.6嗒 대생(주)서울특별시종 클래식 | 어으므로 안심하고 흔들어서 사용하면 됩내 돈카츠소스 | 영양정보 총 내용량2 | 100g850 ka 박스파 대간개플의 등한했 | 220m15%量103 | 콜레스테를0mg 0% 단백질 3g5% | 00 | 개인의 필요 열량에 따라 다를 수 있습니다. | 2026.04.06 | 14:09,"[[""리르기유물R"", 176, 34, 392], [""청정원"", 174, 38, 593], [""클래식"", 226, 56, 537], [""(주)태경식품 충북 제최"", 214, 30, 302], [""대생(주)서울특별시종"", 234, 34, 303], [""至120.6嗒"", 253, 30, 306], [""돈카츠소스"", 272, 53, 536], [""어으므로 안심하고 흔들어서 사용하면 됩내"", 287, 39, 301], [""총 내용량2"", 308, 26, 440], [""박스파 대간개플의 등한했"", 317, 41, 538], [""영양정보"", 328, 51, 279], [""100g850 ka"", 328, 24, 438], [""220m15%量103"", 354, 54, 280], [""단백질 3g5%"", 386, 28, 428], [""콜레스테를0mg 0%"", 401, 35, 290], [""00"", 414, 51, 290], [""개인의 필요 열량에 따라 다를 수 있습니다."", 432, 46, 293], [""2026.04.06"", 482, 40, 328], [""14:09"", 505, 32, 357]]"
000226,2027,03,15,2027-03-15,s1,27M50 2개5 5c 2개5 | E | 27.03 15 19:23 1지 | 맛술 고기 요리는 미림 3큰술로 고기를 부드럽게! | 갈비 불고기 맛술,"[[""27M50"", 40, 71, 14], [""2개5"", 28, 57, 217], [""5c"", 40, 71, 512], [""2개5"", 36, 69, 597], [""E"", 134, 41, 86], [""27.03 15 19:23 1지"", 548, 51, 285], [""맛술"", 886, 122, 197], [""고기 요리는 미림 3큰술로"", 886, 33, 340], [""고기를 부드럽게!"", 911, 30, 365], [""맛술"", 927, 61, 510], [""갈비 불고기"", 945, 30, 424]]"
000227,2028,09,17,2028-09-17,s1,"영양정보 100m812kcal 48900m | 사과농축액 중국선발 | 에센스 | 14% | 틸렌테레프탈레이트 | 예틸렌 | 2 | 회사 오뚜기 | 광역시울주군삼남을반구대로 | 음성군대소면대품신단로2 | 따라 피해 보상 | Okitchen | 하고 뚜껑을달아실은보과 오기 식 한 대망인 | 길수있으나 원료 유라임 시제경보세오 개봉 시, 둥근고리에 손가락을끼워 | 락을끼워아래로때어사용 n. 아래로 페어낸 후 사용하십시오. | 招营：080-024-231（个风导 | 2028.09. 17.F | 14:45 | VDA4 | 연출이일지 | 800ml/40 | 농축액 2","[[""48900m"", 36, 37, 317], [""영양정보"", 72, 80, 114], [""100m812kcal"", 62, 43, 304], [""사과농축액 중국선발"", 148, 34, 0], [""에센스"", 174, 28, 0], [""14%"", 198, 27, 0], [""틸렌테레프탈레이트"", 242, 34, 0], [""예틸렌"", 266, 30, 0], [""2"", 288, 45, 0], [""회사 오뚜기"", 319, 36, 0], [""광역시울주군삼남을반구대로"", 334, 59, 0], [""음성군대소면대품신단로2"", 355, 60, 0], [""Okitchen"", 376, 39, 179], [""따라 피해 보상"", 386, 41, 0], [""오기 식 한 대망인"", 399, 28, 176], [""시제경보세오"", 413, 24, 185], [""개봉 시, 둥근고리에 손가락을끼워"", 398, 57, 285], [""하고 뚜껑을달아실은보과"", 422, 64, 0], [""n."", 436, 32, 182], [""아래로 페어낸 후 사용하십시오."", 422, 55, 293], [""길수있으나 원료 유라임"", 442, 62, 0], [""락을끼워아래로때어사용"", 460, 63, 0], [""招营：080-024-231（个风导"", 478, 74, 0], [""2028.09. 17.F"", 489, 63, 229], [""14:45"", 505, 46, 376], [""VDA4"", 544, 41, 429], [""연출이일지"", 694, 57, 592], [""800ml/40"", 738, 86, 587], [""농축액 2"", 774, 63, 616]]"
000228,2025,10,20,2025-10-20,s1,2025.10.20 | 수기준1급 | 90% | 내 | 100%g,"[[""2025.10.20"", 462, 45, 281], [""수기준1급"", 711, 36, 251], [""내"", 760, 55, 251], [""90%"", 774, 27, 621], [""100%g"", 906, 50, 11]]"
000229,2025,10,28,2025-10-28,clahe,2AKELLA | mia | Denmark | resh SNCE1985 2025.10.28 | M2ZARELlA | 100% mini | (원료 원유 기준) | milky Havour | I25G K-MILK BETE | 국산우유사용인 조리예,"[[""2AKELLA"", 262, 67, 94], [""mia"", 302, 30, 241], [""Denmark"", 441, 52, 215], [""2025.10.28"", 464, 42, 232], [""SNCE1985"", 483, 32, 246], [""resh"", 506, 58, 57], [""M2ZARELlA"", 582, 199, 1], [""mini"", 636, 51, 514], [""100%"", 673, 125, 191], [""(원료 원유 기준)"", 738, 44, 233], [""milky Havour"", 817, 100, 73], [""I25G"", 918, 82, 85], [""BETE"", 912, 38, 234], [""조리예"", 917, 41, 452], [""K-MILK"", 932, 24, 239], [""국산우유사용인"", 948, 19, 241]]"
000230,2026,03,28,2026-03-28,s1,DRE | PHILADE | 필라엘피아 크림 | 6.980 100833991 필라델피아 크림치즈 19 | 5.45 | 한 옆면에 표시된 기일까지 영양정보 | 서 15초 이상 살균 | 윗 로커스트콩검 우유 함유 23g43%12 | 고드셔도 괜찮습니다. 95mg32%50% | 일내드시기바랍니다 따라다를 수 있습니다 55 | EXP 2026-03-28T901,"[[""DRE"", 26, 24, 419], [""PHILADE"", 103, 50, 614], [""필라엘피아 크림"", 164, 26, 640], [""6.980"", 271, 60, 49], [""필라델피아 크림치즈 19"", 286, 67, 448], [""100833991"", 294, 31, 451], [""5.45"", 368, 73, 599], [""한 옆면에 표시된 기일까지"", 439, 48, 113], [""영양정보"", 439, 47, 320], [""서 15초 이상 살균"", 470, 36, 119], [""윗 로커스트콩검 우유 함유"", 501, 32, 121], [""23g43%12"", 502, 46, 326], [""고드셔도 괜찮습니다."", 533, 32, 127], [""95mg32%50%"", 530, 45, 326], [""일내드시기바랍니다"", 563, 36, 132], [""55"", 579, 56, 563], [""따라다를 수 있습니다"", 572, 29, 327], [""EXP 2026-03-28T901"", 594, 57, 245]]"
000231,2028,05,27,2028-05-27,s1,제조번호: | 255284 | 사용기한 | 20280527 | 까지 까지 | BO 20BD,"[[""제조번호:"", 558, 23, 215], [""255284"", 574, 33, 290], [""사용기한"", 597, 24, 213], [""20280527"", 616, 33, 288], [""까지"", 638, 26, 146], [""까지"", 636, 23, 542], [""BO"", 708, 86, 0], [""20BD"", 706, 79, 271]]"
000232,2015,09,20,2015-09-20,up2x,"15,9/20 | 제조번호:브 상단에 별도 표기. | 사용기한및제조자(P,P2): | TOTAL TOTA1 | 7 | 메디켈허브","[[""15,9/20"", 196, 83, 754], [""제조번호:브 상단에 별도 표기."", 992, 34, 295], [""사용기한및제조자(P,P2):"", 1030, 40, 280], [""TOTAL"", 1090, 59, 0], [""TOTA1"", 1097, 48, 657], [""7"", 1199, 50, 38], [""메디켈허브"", 1261, 76, 356]]"
000233,2028,01,13,2028-01-13,det5,시과대학 평가완료 외품 PERIOE | 알라아의깨곳한는을닭은 간편하게 | 청정 | 6 PET | 침대:PP | 제원용어리용 | P2 B5D | 20280113,"[[""시과대학 평가완료"", 29, 28, 232], [""외품"", 30, 25, 415], [""PERIOE"", 42, 43, 446], [""청정"", 63, 16, 191], [""알라아의깨곳한는을닭은"", 52, 32, 224], [""간편하게"", 66, 14, 329], [""6"", 100, 11, 357], [""PET"", 109, 23, 402], [""침대:PP"", 147, 16, 405], [""제원용어리용"", 159, 17, 395], [""P2 B5D"", 506, 26, 283], [""20280113"", 524, 29, 283]]"
000234,2026,10,27,2026-10-27,s1,Dove | Dove | 037 090525 21:26 | R3 EXP261027 | 도브스칼프 너리싱샴푸 | 너리싱삼푸를 만나보세요. | √약해진모발과 큐티클걸에 | 단백질&영양공급,"[[""Dove"", 66, 59, 391], [""Dove"", 100, 55, 90], [""037 090525 21:26"", 520, 36, 322], [""R3 EXP261027"", 544, 35, 328], [""도브스칼프 너리싱샴푸"", 656, 47, 303], [""너리싱삼푸를 만나보세요."", 746, 58, 257], [""√약해진모발과 큐티클걸에"", 848, 41, 303], [""단백질&영양공급"", 873, 36, 334]]"
000235,2026,03,08,2026-03-08,det5,"더한 | 타소스 | 은편안하게 하고 싶은 | 경험을 제공합니다. | 2026.03.08 L1 | 합니다.2)팬에 올리브오일을 두르고 삶은 면과 소스 1봉을 넣고 | 의 재료를 넣어 드시면 더 맛있습니다. | 소비기한 후면 상단표시일까지 | 20 | 판매업소:롯데쇼평(주)/서울특별서 중구 남다 | 물성크림물연,실물성유지(품유:말레일 시0산) | 유청단백농 문말],양파(국산),종미액베이스 | (보존료) 우유,대두,밀,닭고기 함유 | 三电用克200004430423230","[[""더한"", 109, 32, 0], [""타소스"", 170, 97, 0], [""은편안하게 하고 싶은"", 238, 40, 0], [""경험을 제공합니다."", 268, 38, 0], [""2026.03.08 L1"", 361, 90, 151], [""합니다.2)팬에 올리브오일을 두르고 삶은 면과 소스 1봉을 넣고"", 530, 56, 0], [""의 재료를 넣어 드시면 더 맛있습니다."", 569, 46, 0], [""소비기한"", 630, 40, 70], [""후면 상단표시일까지"", 623, 57, 211], [""20"", 669, 63, 0], [""판매업소:롯데쇼평(주)/서울특별서 중구 남다"", 703, 60, 0], [""물성크림물연,실물성유지(품유:말레일 시0산)"", 788, 70, 0], [""유청단백농 문말],양파(국산),종미액베이스"", 827, 68, 17], [""(보존료)"", 909, 48, 1], [""우유,대두,밀,닭고기 함유"", 905, 62, 234], [""三电用克200004430423230"", 944, 31, 63]]"
000236,2026,04,08,2026-04-08,s1,"가급적 한번에 사용하세요. | 영양정보 총나 | L三号830mg42% 탄수화물 8g 2 % | 14g26%0.5g | 引人印量45mg15% 단백질3g5% | 2026.04.08（B） | 15:45:09 | www.fontanastyle.com '비닐류 | 0808728888 OTHER 8""8","[[""가급적 한번에 사용하세요."", 151, 52, 135], [""영양정보"", 258, 64, 138], [""총나"", 262, 43, 664], [""L三号830mg42%"", 303, 48, 144], [""탄수화물 8g 2 %"", 304, 44, 468], [""14g26%0.5g"", 344, 55, 144], [""引人印量45mg15%"", 383, 46, 148], [""단백질3g5%"", 386, 48, 487], [""2026.04.08（B）"", 491, 48, 182], [""15:45:09"", 524, 38, 234], [""www.fontanastyle.com"", 563, 43, 189], [""'비닐류"", 561, 36, 548], [""0808728888"", 606, 41, 190], [""8\""8"", 610, 45, 646], [""OTHER"", 624, 40, 521]]"
000237,2026,06,05,2026-06-05,s2,"*본 제품은 소비자 분쟁해결 기준에 의거 교환 또는 보상 가능*메밀,당 | 토마토,아황산류,호두,오징어,조개류,잣 혼입 가능*부정·불량 | *직사광선을 피해 실온에 보관하시고 개봉 후에는 냉장 보관하여도 | 한번에 사용하세요. | 영양정보 총내 | LI三号700mg35% 10g3% | 20g37% 트랜스지방 0.6 g | 量55mg18% 2g4% | 2026.06.05（月2 | 09:44:11 | www.fontanastyle.com 비닐류 | 080872-8888 8 | OTHER","[[""한번에 사용하세요."", 194, 53, 91], [""총내"", 290, 47, 650], [""영양정보"", 310, 73, 99], [""10g3%"", 344, 45, 446], [""LI三号700mg35%"", 354, 53, 110], [""트랜스지방 0.6 g"", 389, 40, 385], [""20g37%"", 400, 45, 114], [""2g4%"", 432, 42, 467], [""量55mg18%"", 440, 45, 117], [""09:44:11"", 590, 32, 142], [""비닐류"", 615, 42, 550], [""www.fontanastyle.com"", 628, 37, 169], [""080872-8888"", 672, 45, 170], [""8"", 658, 25, 663], [""OTHER"", 682, 30, 531], [""*본 제품은 소비자 분쟁해결 기준에 의거 교환 또는 보상 가능*메밀,당"", 41, 78, 83], [""토마토,아황산류,호두,오징어,조개류,잣 혼입 가능*부정·불량"", 88, 75, 85], [""*직사광선을 피해 실온에 보관하시고 개봉 후에는 냉장 보관하여도"", 136, 74, 89], [""2026.06.05（月2"", 554, 41, 93]]"
000238,2026,09,10,2026-09-10,s1,제조 2025.09.11 | 일자 | 2026.09.10B3,"[[""제조"", 371, 64, 75], [""일자"", 411, 66, 64], [""2025.09.11"", 456, 133, 250], [""2026.09.10B3"", 591, 162, 209]]"
000239,2026,07,10,2026-07-10,s1,"(토마토70g기준) 라이코펜 함유싱싱한 토마토 원료 | 제품명 진한토마토케참 | 19950449002363 | 원재료명 정제수,토마토페이스트중국산),물엿,기타과당, | 설탕,발효식초,케참베이스{정제소금(국산),케참스파이스 | 믹스(계피분말:베트남산),변성전분 | 알레르기 유발물질토마토,대두함유 | 내포장재질 |용기/리드지-폴리에틸렌,캡-폴리프로필렌 | (굴,홍합 포함)성분 혼입가능·반품 및 교환장소:고객상담실 | 및 구입처·본제품은 소비자기본법에 의거 교환 또는 보상 | ·소비기한 ∞ | 2026.07.10B | 까지 | 139 | 영양정보 8300g/100120 | 恒三号910mg46%全号26g8%异22g22%不07 | 0000%000%","[[""(토마토70g기준)"", 20, 27, 312], [""라이코펜 함유싱싱한 토마토 원료"", 15, 30, 389], [""제품명 진한토마토케참"", 118, 38, 354], [""19950449002363"", 153, 41, 256], [""원재료명 정제수,토마토페이스트중국산),물엿,기타과당,"", 191, 44, 202], [""설탕,발효식초,케참베이스{정제소금(국산),케참스파이스"", 224, 42, 173], [""믹스(계피분말:베트남산),변성전분"", 256, 39, 153], [""알레르기 유발물질토마토,대두함유"", 291, 48, 145], [""내포장재질 |용기/리드지-폴리에틸렌,캡-폴리프로필렌"", 328, 37, 130], [""(굴,홍합 포함)성분 혼입가능·반품 및 교환장소:고객상담실"", 469, 53, 129], [""및 구입처·본제품은 소비자기본법에 의거 교환 또는 보상"", 498, 47, 134], [""·소비기한"", 533, 36, 155], [""∞"", 530, 25, 631], [""2026.07.10B"", 562, 43, 288], [""까지"", 594, 35, 556], [""139"", 634, 35, 278], [""영양정보"", 724, 69, 148], [""8300g/100120"", 726, 35, 434], [""恒三号910mg46%全号26g8%异22g22%不07"", 759, 44, 164], [""0000%000%"", 793, 50, 162]]"
000240,2027,05,20,2027-05-20,s1,소비자중심 | 139 | 영양정보 500g/10025kcal | 0mg0%号72g22%2g2% | 61g5gog0%0g | 0g0%0mg0%0g0% | 개인의 필요 열량에 따라 다를 수 있습니다. | 2027.05.20 F1 | 까지 | F12408 | 캡LDPF/실리콘라벌위 | 8801052120188 wwdaesang.com/ | 8019-919 wwjungoneshop.com | 청청에코템,"[[""소비자중심"", 236, 32, 548], [""139"", 339, 34, 293], [""영양정보"", 377, 34, 292], [""500g/10025kcal"", 375, 32, 400], [""0mg0%号72g22%2g2%"", 408, 34, 295], [""61g5gog0%0g"", 442, 29, 296], [""0g0%0mg0%0g0%"", 476, 33, 295], [""개인의 필요 열량에 따라 다를 수 있습니다."", 522, 27, 290], [""2027.05.20 F1"", 597, 50, 293], [""까지"", 624, 39, 573], [""F12408"", 678, 53, 288], [""캡LDPF/실리콘라벌위"", 749, 30, 524], [""8801052120188"", 768, 25, 311], [""wwdaesang.com/"", 776, 21, 522], [""8019-919"", 796, 22, 334], [""wwjungoneshop.com"", 796, 22, 486], [""청청에코템"", 830, 27, 416]]"
000241,2027,08,10,2027-08-10,s1,"아래로떼어낸후사용하십시오 | 유형 물엿 1920253681 | 원료명 아,러시아 등)] 00%수전옥수외국  | 소비기한 하단표시일까지 | 포장재질 우껑 폴리에틸렌, 용가-폴리에널렌테레프팔레이트 | 주식회사 오뚜기 | 제조원 149 | :소비자기본법에따락피해 부량신품고는 | 곳에 보관하십시오.·사용 후 뚜껑을 꼭 닫아 보관하십시호 | 080024-231 | 2027.08.10.F2 16:05","[[""아래로떼어낸후사용하십시오"", 28, 37, 346], [""물엿"", 102, 36, 292], [""1920253681"", 105, 58, 433], [""유형"", 108, 35, 240], [""00%수전옥수외국 "", 137, 72, 285], [""원료명"", 158, 37, 232], [""아,러시아 등)]"", 168, 40, 289], [""소비기한"", 212, 37, 224], [""하단표시일까지"", 206, 39, 288], [""우껑 폴리에틸렌, 용가-폴리에널렌테레프팔레이트"", 246, 63, 282], [""포장재질"", 248, 39, 223], [""주식회사 오뚜기"", 275, 36, 310], [""제조원"", 299, 40, 229], [""149"", 312, 39, 295], ["":소비자기본법에따락피해 부량신품고는"", 351, 58, 224], [""곳에 보관하십시오.·사용 후 뚜껑을 꼭 닫아 보관하십시호"", 412, 40, 226], [""080024-231"", 454, 42, 274], [""2027.08.10.F2 16:05"", 586, 54, 272]]"
000242,2026,05,21,2026-05-21,s1,식품안전관리인증 HACCP 마크란? | 格46g/206kcal HACCP 식약처에서위생적이고안전하다고 | 1일영양성분기준치에 인증한 식품에만 표기하는 마크입니다 | 총 내용량당 대한 비율 소비기한 | 방 6g11% 2025.09.22/15:10 부터 | 랜스지방0g | 3.523% 2026.05.21 까지 | 백질 4g 7% | 量(%)22.000kcal | 라 다를 수있습니다,"[[""格46g/206kcal"", 369, 48, 0], [""식품안전관리인증"", 370, 33, 333], [""HACCP 마크란?"", 386, 55, 422], [""1일영양성분기준치에"", 404, 47, 6], [""HACCP"", 390, 35, 331], [""식약처에서위생적이고안전하다고"", 421, 44, 419], [""총 내용량당"", 440, 42, 0], [""대한 비율"", 433, 36, 106], [""소비기한"", 446, 60, 208], [""인증한 식품에만 표기하는 마크입니다"", 444, 42, 416], [""방"", 470, 27, 0], [""6g11%"", 482, 39, 76], [""랜스지방0g"", 504, 42, 0], [""2025.09.22/15:10"", 526, 62, 278], [""3.523%"", 537, 50, 0], [""부터"", 542, 60, 538], [""백질"", 558, 37, 0], [""2026.05.21"", 562, 53, 274], [""4g 7%"", 572, 41, 68], [""量(%)22.000kcal"", 598, 41, 0], [""까지"", 606, 57, 532], [""라 다를 수있습니다"", 620, 43, 0]]"
