image_id,year,month,day,final_date,stage
002293,2021,07,03,2021-07-03,s1
002294,2022,09,22,2022-09-22,s1
002298,2021,10,15,2021-10-15,s1
002300,2022,01,31,2022-01-31,s1
002304,2022,07,31,2022-07-31,s1
002316,2022,06,15,2022-06-15,s1
002317,2020,12,03,2020-12-03,s1
002321,2022,11,04,2022-11-04,s1
002324,2020,09,06,2020-09-06,s1
002326,2022,10,23,2022-10-23,s1
002334,2021,10,04,2021-10-04,s1
002336,2021,11,18,2021-11-18,s1
002338,2023,01,05,2023-01-05,s1
002340,2021,12,28,2021-12-28,s1
002342,2021,12,15,2021-12-15,s1
002345,NONE,NONE,NONE,NONE,fail
002347,2021,10,04,2021-10-04,s1
002348,2021,10,04,2021-10-04,s1
002349,2019,09,11,2019-09-11,s1
002351,2021,09,13,2021-09-13,s1
002352,2021,09,13,2021-09-13,s1
002356,2021,02,12,2021-02-12,s1
002357,2021,10,10,2021-10-10,s1
002358,2021,10,10,2021-10-10,s1
002365,2021,12,22,2021-12-22,s1
002367,2020,10,01,2020-10-01,s1
002370,2022,05,12,2022-05-12,s1
002373,NONE,NONE,NONE,NONE,fail
002375,2019,10,28,2019-10-28,s1
002380,2022,10,20,2022-10-20,s1
002384,2020,10,08,2020-10-08,s1
002388,2021,01,14,2021-01-14,s1
002393,NONE,NONE,NONE,NONE,fail
002397,2022,01,25,2022-01-25,clahe
002403,NONE,NONE,NONE,NONE,fail
002406,2021,11,01,2021-11-01,s1
002412,2023,01,18,2023-01-18,s1
002415,2021,11,01,2021-11-01,s1
002417,2021,12,25,2021-12-25,s1
002419,2023,05,10,2023-05-10,s1
002421,2020,10,23,2020-10-23,s1
002424,2022,06,09,2022-06-09,clahe
002426,2021,01,18,2021-01-18,s1
002427,2021,01,18,2021-01-18,s1
002430,2021,06,11,2021-06-11,clahe
002431,2021,06,11,2021-06-11,s1
002437,2020,09,13,2020-09-13,s1
002438,2020,09,13,2020-09-13,s1
002439,2022,01,26,2022-01-26,s1
002448,2021,02,04,2021-02-04,s1
002453,2021,12,22,2021-12-22,s1
002457,2024,09,15,2024-09-15,s1
002458,NONE,NONE,NONE,NONE,fail
002459,2021,11,30,2021-11-30,s2
002462,2020,12,02,2020-12-02,s1
002466,2022,01,20,2022-01-20,s1
002469,2023,06,22,2023-06-22,clahe
002474,2021,03,16,2021-03-16,s1
002475,2021,03,13,2021-03-13,s1
002476,2021,03,13,2021-03-13,s2
002478,2023,03,15,2023-03-15,s2
002479,NONE,NONE,NONE,NONE,fail
002488,2021,02,06,2021-02-06,s1
002494,2022,02,10,2022-02-10,s1
002497,2023,01,24,2023-01-24,s1
002499,2021,05,07,2021-05-07,s1
002500,2021,08,21,2021-08-21,s1
002504,2022,01,06,2022-01-06,s1
002507,2021,08,08,2021-08-08,s1
002514,2022,02,16,2022-02-16,s1
002515,2022,02,16,2022-02-16,s1
002516,2022,07,20,2022-07-20,s1
002523,2022,09,14,2022-09-14,s1
002529,2021,10,19,2021-10-19,s1
002531,2022,01,19,2022-01-19,s1
002532,2022,06,30,2022-06-30,s1
002535,2021,12,04,2021-12-04,s1
002537,2021,09,22,2021-09-22,s2
002542,2021,10,17,2021-10-17,s1
002543,2021,10,17,2021-10-17,s1
002546,2022,04,NONE,2022-04-NONE,s1
002552,2021,01,22,2021-01-22,rot90
002553,2021,01,22,2021-01-22,rot90
002555,2021,11,18,2021-11-18,s1
002556,2021,11,17,2021-11-17,s1
002574,2021,12,16,2021-12-16,s1
002579,2024,01,14,2024-01-14,s1
002581,2021,11,17,2021-11-17,clahe
002582,2021,01,07,2021-01-07,s1
002584,2023,11,04,2023-11-04,s1
002585,2023,11,04,2023-11-04,s1
002587,NONE,08,05,NONE-08-05,s2
002592,2023,08,11,2023-08-11,s1
002593,2023,08,11,2023-08-11,s1
002596,2022,10,22,2022-10-22,s1
002601,2020,10,21,2020-10-21,s1
002608,2022,01,17,2022-01-17,s1
002609,2022,01,17,2022-01-17,s1
002610,2021,07,11,2021-07-11,s1
002611,2021,12,01,2021-12-01,s1
002612,2021,12,01,2021-12-01,s1
002620,2022,03,31,2022-03-31,s1
002631,2022,01,20,2022-01-20,s1
002634,2022,02,03,2022-02-03,s1
002635,2022,10,09,2022-10-09,s1
002637,2022,11,01,2022-11-01,s1
002638,2022,11,01,2022-11-01,s2
002643,2032,06,09,2032-06-09,up2x
002644,NONE,NONE,NONE,NONE,fail
002645,2021,12,14,2021-12-14,s2
002646,2021,12,14,2021-12-14,s2
002648,2022,01,24,2022-01-24,s1
002651,2021,08,18,2021-08-18,s1
002654,2025,11,30,2025-11-30,s1
002657,2021,07,01,2021-07-01,s1
002658,2021,07,01,2021-07-01,s1
002663,2021,08,18,2021-08-18,s1
002664,2021,08,18,2021-08-18,s1
002673,2021,04,25,2021-04-25,s1
002674,2021,04,25,2021-04-25,s1
002675,2021,03,23,2021-03-23,s1
002677,2021,08,04,2021-08-04,s1
002685,2021,07,28,2021-07-28,s1
002687,2021,02,02,2021-02-02,s1
002688,2021,06,11,2021-06-11,s1
002698,2021,11,29,2021-11-29,s1
002700,2021,08,23,2021-08-23,s1
002703,2022,10,29,2022-10-29,s1
002708,NONE,NONE,NONE,NONE,fail
002709,2021,10,28,2021-10-28,s1
002713,2021,10,22,2021-10-22,s2
002714,2021,10,22,2021-10-22,s2
002718,2022,02,23,2022-02-23,s1
002719,2026,01,09,2026-01-09,s1
002720,2026,01,09,2026-01-09,s1
002723,NONE,08,02,NONE-08-02,rot90
002728,2021,11,04,2021-11-04,s1
002737,2021,06,12,2021-06-12,s1
002741,2021,12,18,2021-12-18,s1
002742,2021,08,13,2021-08-13,s1
002743,2021,08,13,2021-08-13,s1
002747,2022,01,08,2022-01-08,s1
002756,2021,05,16,2021-05-16,s1
002759,2021,05,12,2021-05-12,s1
002760,2021,05,12,2021-05-12,s1
002761,2023,06,01,2023-06-01,s1
002762,2023,06,01,2023-06-01,s1
002763,2021,11,06,2021-11-06,s1
002772,NONE,NONE,NONE,NONE,fail
002773,NONE,NONE,NONE,NONE,fail
002776,2021,09,15,2021-09-15,s1
002779,2021,10,02,2021-10-02,s2
002782,2021,04,22,2021-04-22,s1
002793,2022,10,05,2022-10-05,s1
002795,2021,03,18,2021-03-18,s1
002799,2021,12,27,2021-12-27,s1
002809,2023,01,20,2023-01-20,s1
002814,NONE,NONE,NONE,NONE,fail
002816,NONE,NONE,NONE,NONE,fail
002822,2021,10,07,2021-10-07,s1
002823,2021,10,07,2021-10-07,s1
002824,2022,11,08,2022-11-08,s1
002826,NONE,NONE,NONE,NONE,fail
002828,2022,01,02,2022-01-02,s1
002830,2022,05,21,2022-05-21,s1
002831,2022,05,21,2022-05-21,s1
002834,2021,06,30,2021-06-30,clahe
002844,NONE,NONE,NONE,NONE,fail
002848,2021,12,30,2021-12-30,s1
002857,2023,06,02,2023-06-02,s1
002861,2020,08,25,2020-08-25,s1
002862,2021,08,30,2021-08-30,s1
002868,2021,08,04,2021-08-04,s1
002873,2021,04,07,2021-04-07,s1
002875,2021,04,11,2021-04-11,s1
002887,2022,01,04,2022-01-04,s1
002893,2021,03,31,2021-03-31,s1
002897,2021,07,20,2021-07-20,s1
002898,2021,11,09,2021-11-09,s1
002899,2021,11,09,2021-11-09,s1
002900,2022,08,08,2022-08-08,clahe
002901,2022,08,03,2022-08-03,s1
002904,NONE,NONE,NONE,NONE,fail
002909,2021,07,21,2021-07-21,s1
002918,2030,04,21,2030-04-21,s1
002921,2021,09,12,2021-09-12,s1
002922,2021,09,12,2021-09-12,s1
002925,2021,11,06,2021-11-06,s1
002929,2022,09,27,2022-09-27,s1
002935,2022,02,02,2022-02-02,s1
002939,2022,07,29,2022-07-29,s1
002944,2020,06,23,2020-06-23,s1
002949,2021,08,12,2021-08-12,s1
002950,2021,04,30,2021-04-30,s1
002951,2021,04,30,2021-04-30,s1
002953,2020,05,28,2020-05-28,s1
002957,2021,01,02,2021-01-02,s1
002958,2022,07,27,2022-07-27,s1
002959,2022,07,27,2022-07-27,s1
002960,2021,10,08,2021-10-08,clahe
002961,2021,11,21,2021-11-21,s1
002972,2022,03,20,2022-03-20,s1
002975,2022,03,15,2022-03-15,s1
002979,2020,07,20,2020-07-20,s1
002983,2021,09,14,2021-09-14,s1
002984,2021,05,01,2021-05-01,s1
002993,2021,11,22,2021-11-22,s1
002994,2022,07,13,2022-07-13,s1
002997,2022,10,15,2022-10-15,s1
003016,NONE,NONE,NONE,NONE,fail
003019,2021,11,13,2021-11-13,s1
003024,2021,09,13,2021-09-13,s1
003025,2021,09,13,2021-09-13,s1
003028,2021,09,28,2021-09-28,s1
003031,2020,07,14,2020-07-14,s1
003033,2022,11,21,2022-11-21,clahe
003035,2022,08,28,2022-08-28,s1
003038,2021,02,18,2021-02-18,s1
003039,2021,03,01,2021-03-01,s1
003042,2022,01,17,2022-01-17,s1
003044,2022,05,02,2022-05-02,s1
003045,2022,05,02,2022-05-02,s1
003046,2021,10,20,2021-10-20,s1
003048,2021,04,07,2021-04-07,s1
003049,2016,02,21,2016-02-21,s1
003052,2020,12,19,2020-12-19,s1
003053,2021,10,28,2021-10-28,s1
003067,2021,06,15,2021-06-15,s1
003070,2020,08,09,2020-08-09,s1
003071,2021,08,19,2021-08-19,s1
003076,2021,01,16,2021-01-16,s1
003077,2021,12,13,2021-12-13,s1
003081,2020,12,03,2020-12-03,s1
003088,2021,06,30,2021-06-30,s1
003089,2021,09,15,2021-09-15,s1
003091,2021,09,17,2021-09-17,s1
003094,2023,01,03,2023-01-03,s1
003095,2022,10,12,2022-10-12,s1
003096,2022,10,12,2022-10-12,s1
003097,2021,04,12,2021-04-12,s1
003103,2022,03,29,2022-03-29,s1
003108,2022,07,16,2022-07-16,s1
003109,2022,07,16,2022-07-16,s1
003111,2021,06,09,2021-06-09,up2x
003118,2021,07,10,2021-07-10,s1
003122,2021,06,15,2021-06-15,s1
003123,NONE,NONE,NONE,NONE,fail
003125,2021,03,07,2021-03-07,s1
003126,2021,02,16,2021-02-16,s1
003130,2022,03,30,2022-03-30,s1
003140,2021,07,12,2021-07-12,s1
003144,2022,01,11,2022-01-11,s1
003145,2022,01,11,2022-01-11,s1
003147,2021,04,22,2021-04-22,s2
003148,2022,01,14,2022-01-14,s1
003149,2022,01,14,2022-01-14,s1
003156,2021,10,26,2021-10-26,s1
003157,2021,10,26,2021-10-26,s1
003165,NONE,09,06,NONE-09-06,s1
003166,NONE,NONE,NONE,NONE,fail
003167,2021,10,10,2021-10-10,s1
003168,2021,09,18,2021-09-18,s1
003174,2022,08,13,2022-08-13,s1
003180,2021,07,08,2021-07-08,s1
003181,2021,06,14,2021-06-14,s1
003182,2021,06,14,2021-06-14,s1
003184,2021,06,28,2021-06-28,s1
003185,2021,06,28,2021-06-28,s1
003189,2022,08,16,2022-08-16,s1
003190,2022,08,16,2022-08-16,clahe
003193,2021,07,13,2021-07-13,s1
003197,NONE,NONE,NONE,NONE,fail
003198,2025,10,12,2025-10-12,s1
003199,2025,10,12,2025-10-12,rot90
003206,2021,04,13,2021-04-13,s1
003207,2021,07,20,2021-07-20,s1
003209,2022,12,02,2022-12-02,s1
003222,NONE,NONE,NONE,NONE,fail
003224,2021,08,21,2021-08-21,s1
003231,2021,04,04,2021-04-04,s1
003232,2021,09,21,2021-09-21,s1
003235,2022,11,NONE,2022-11-NONE,s1
003236,2021,03,30,2021-03-30,s1
003237,2021,03,30,2021-03-30,s1
003241,2022,01,28,2022-01-28,s2
003242,2020,01,18,2020-01-18,s1
003243,NONE,07,21,NONE-07-21,s1
003245,2021,09,20,2021-09-20,s1
003246,2021,08,15,2021-08-15,s1
003249,2023,02,01,2023-02-01,s1
003252,2023,04,NONE,2023-04-NONE,up2x
003259,NONE,NONE,NONE,NONE,fail
003266,2021,09,12,2021-09-12,s1
003269,2022,01,28,2022-01-28,s1
003272,2021,05,03,2021-05-03,s1
003277,NONE,NONE,NONE,NONE,fail
003285,2021,08,06,2021-08-06,s1
003289,2022,01,31,2022-01-31,s1
003294,2021,07,26,2021-07-26,s1
003302,2023,02,06,2023-02-06,s1
003304,2025,03,NONE,2025-03-NONE,rot90
003306,2020,09,01,2020-09-01,s1
003308,2019,09,03,2019-09-03,s1
003311,2021,03,11,2021-03-11,s1
003316,2022,02,07,2022-02-07,up2x
003319,2021,10,20,2021-10-20,rot270
003333,2021,10,30,2021-10-30,s1
003339,2022,01,24,2022-01-24,s1
003340,NONE,NONE,NONE,NONE,fail
003342,2023,12,30,2023-12-30,s1
3346,2026,09,10,2026-09-10,s1
3348,2031,02,05,2031-02-05,s1
3351,NONE,NONE,NONE,NONE,fail
3352,NONE,NONE,NONE,NONE,fail
